DSk50,There's Always Tomorrow,1955,0.4,DL4
DSk50,There's Always Tomorrow,1955,0.5,ESl10
DSk59,Imitation of Life,1959,0.8,JMS25
DTa211,The Island of Dr.~Moreau,1977,0. 9,EaK8
DuW10,"Some Will, Some Won't",1972,0.9,MZa5
DvJ6,The Trial,1993,0.9,OW10
DWG40,The Raven,1909,0.8,DWG10
DZo10,We're Back! A Dinosaur Story,1993,0.85,SS24
EAB10,Escape in the Desert,1945,0.8,AMa18
EaK10,From Hell to Heaven,1933,0.7,EG11
EBS90,Mighty Joe Young,1949,0.5,EBS50
EBz46,The Getaway,1946,0.9,JWR13
EBz50,Easy to Wed,1946,0.9,JCw62
ECa62,The Girl of the Golden West,1929,0.8,CDM9
EdC10,My Little Chickadee,1940,0.5,GM200
ECn29,Training for Husbands,1921,0.99,ECn26
ECn156,When a Man's a Man,1935,0.95,ECn105
EDm20,Captive Wild Woman,1943,0.3,KuN4
EDm22,"Murder, My Sweet",1944,0.7,EuF57
EDm25,Till the End of Time,1946,0.8,WW63
EDm35,Broken Lance,1954,0.7,JLM8
EDm40,Raintree County,1958,0.5,VF44
EDm43,The Blue Angel,1959,0.9,S9
EdS75,Speak Easily,1932,0.1,ChR13
EG16,The Dawn Patrol,1938,0.9,HH9
EG20,Til We Meet Again,1940,0.9,TG8
EG23,The Constant Nymph,1943,0.9,BDn7
EG25,Of Human Bondage,1946,0.9,ICr19
EG28,Everybody does it,1949,0.85,GrR7
EGC10,Scaramouche,1976,0.7,AII1
EJL10,The Three Godfathers,1916,0.9,UN
EL21,Gipsy Blood,1918,0.8,CDM15
EL53,Monte Carlo,1930,0.8,SiO30
EL56,One Hour With You,1932,0.9,EL42
EL61,The Merry Widow,1934,0.9,EvS6
EL63,Bluebeard's Eighth Wife,1938,0.7,EL37
ElN8,The Cat and The Canary,1939,0.9,PlL2
ElR10,The Last Days of Pompeii,1913,0.8,LMi1
ELu19,Her Husband Lies,1937,0.85,ICr4
EMo17,"Dracula, Pere et fils",1976,0.7,TB55
EMt10,Cauchemares,1977,0.8,WFr36
ESc10,If Lucy Fell,1996,0.9,RbR10
ETG12,The Hands of Orlac,1961,0.7,RW30
EuL20,The Giant Behemoth,1959,0.9,EuL10
EuL30,Gorgo,1961,0.9,EuL20
EWS4,Vampire,1979,0.8,IBa10
EZw4,Leaving Normal,1992,0.8,RS15
FB40,Hearts Divided,1936,0.9,AC9
FBr50,King of the Rocker Men,1949,0.2,FeF12
FBr60,Zombies of the Stratosphere,1952,0.2,UN
FBr60,Zombies of the Stratosphere,1952,0.3,FBr50
FC23,The Bitter Tea of General Yen,1933,0.3,S13
FC35,It's a Wonderful Life,1946,0.4,FC22
FCo10,El Fantasma de la Opera,1960,0. 5,ArL36
FDL10,Great Locomotive Chase,1956,0.5,CBm10
FeF85,Donovan's Brain,1953,0. 9,GeS17
FF1,Variety Lights,1950,0.4,CLB20
FF4,La Strada,1954,0.4,JW2
FF6,Notte di Cabiria,1957,0.3,FF2
FF6,Notte di Cabiria,1957,0.2,PFo10
FF50,Intervista,1992,0.4,FF7
FFC1,Dementia 13,1963,0.8,WiC55
FFC2,You're a Big Boy Now,1966,0.1,FFC1
FFC26,Bram Stoker's Dracula,1992,0.75,FM3
FFC26,Bram Stoker's Dracula,1992,0.15,WW45
FFC26,Bram Stoker's Dracula,1992,0.05,RoV5
FFC26,Bram Stoker's Dracula,1992,0.1,TFi15
FiC11,Miracle on 34th Street,1973,0.95,GS3
FJS18,The Boys From Brazil,1973,0.3,H34
FL8,"Der M\""ude Tod",1921,0.8,UN
FLl7,Les Mis\'erables,1918,0.5,CPa50
FL29,Scarlet Street,1945,0.8,JR20
FL40,Human Desire,1954,0.8,JR65
FLg10,Fear No Evil,1981,0.3,WW66
FLg10,Fear No Evil,1981,0.3,RD4
FLg10,Fear No Evil,1981,0.3,GRo1
FLl40,East Lynne,1931,0.9,BHd10
FLl75,Under Two Flags,1936,0.8,TB15
FLl89,If I were King,1939,0.9,AC6
FM6,Faust,1926,0.75,NOx20
FMD10,Scared Stiff,1945,0.7,GM210
FMe10,El Vampiro,1957,0.8,GMf60
FrC1,A Thousand Clowns,1965,0.3,FC28
FrF35,Tales from the Crypt,1972,0.18,WR60
Fro28,Cleopatra,1999,0.7,JLM17
Fro28,Cleopatra,1999,0.2,CDM59
FrP2,A Star is Born,1976,0.8,GC39
FrR1,Carmen,1984,0.5,CDM15
FrT13,The Girl Can't Help It,1957,0.5,GC33
FrT20,Rock a Bye Baby,1958,0.8,PS7
FrT22,Say One For Me,1959,0.85,LMC18
FrT23,Cinderfella,1960,0.5,WlJ14
FT4,Jules et Jim,1961,0.75,EL60
FT15,La Nuit Americaine,1973,0.4,JR70
FTu40,True to the Army,1940?,0.8,ElN5
FTu60,Don Juan Quilligan,1955,0.5,VSh23
FTu20,Roman Scandals,1933,0.5,CDM56
FZe1,The Taming of the Shrew,1966,0.4,GSy13
FZe2,Romeo and Juliet,1968,0.9,GC15
FZe15,Hamlet,1990,0.8,LOl2
GAd5,Lord Love a Duck,1966,0. 2,FF6
GAd5,Lord Love a Duck,1966,0. 2,TRs12
GAd5,Lord Love a Duck,1966,0. 2,CD8
GaK5,My Favourite Wife,1940,0.4,BVi12
GaK6,They Knew What They Wanted,1940,0.9,Z1120
GAr80,Some Like It Hot,1939,0.9,WR72
GaT10,Beauty and the Beast,1992,0.8,JC6
GaT18,The Hunchback of Notre Dame,1996,0.8,WlD36
GBl10,To Kill a Clown,1972,0.8,IrP1
GBo10,Body and Soul,1981,0.8,RoR1
GBW10,The Chinese Bungalow,1930,0.9,SiH20
GC6,One Hour with You,1932,0.9,EL42
GC17,Holiday,1936,0. 9,EHG15
GC22,A Woman's Face,1942,0.9,GvM12
GC26,Gaslight,1944,0.9,ThD30
GC39,A Star is Born,1954,0.95,W13
GC47,Something's Got To Give,1963,0.8,GaK5
GC48,My Fair Lady,1963,0.8,AA13
GC52,The Blue Bird,1976,0.8,WLa19
GC54,Rich and Famous,1981,0.8,VSh10
GDo18,If You Knew Susie,1948,0.6,ELM22
GDo23,Rogues of Sherwood Forest,1950,0.8,C112
GeM2,Mad Max,1979,0. 3,PBa3
GDo74,Stagecoach,1966,0. 9,IF86
GDo81,In Like Flint,1967,0.6,TYg18
GeK10,The Chinese Bungalow,1939,0.9,GBW10
GgL2,American Graffiti,1973,0.5, PBo3
GeE10,Final Round,1993,0.8,UN
GeQ10,National Lampoon's Loaded Weapon 1,1992,0.8,RD19
GeS27,Johnny Comes Flying Home,1946,0. 5,WW63
GeS29,Last of the Redmen,1947,0.9,GBS92
GeW3,World's Greatest Lover,1977,0.5,FF2
GeW5,The Woman in Red,1984,0.95,JLD10
GFj15,I Was a Teenage Werewolf,1957,0.7,GWg16
GFj20,The Rebel Set,1959,0.4,IH14
GFj20,The Rebel Set,1959,0.4,StK3
GGC10,Love Affair,1994,0.9,LMC23
GgL3,Star Wars,1977,0.3,AkK14
GGM10,Johnny Cien Pesos,1993,0.8,SL22
GiA30,The Last Days of Chez Nous,1979,0.3,JR25
GiA32,Little Women,1993,0.9,GC12
GJu1,10 Things I Hate About You,1999,0.6,GSy13
GKe2,Singin' in the Rain,1952,0.1,ChR13
GKe8,Hello Dolly,1969,0.7,2-Jan
GLC9,What Every Woman Knows,1934,0.9,WDM5
GlJ10,Frankenstein,1973,0.9,JW2
GM190,The Goldwyn Follies,1938,0.7,RZL20
GM200,Destry Rides Again,1939,0.8,LwS90
GM210,The Ghost Breakers,1940,0. 7,AEG25
GM210,The Ghost Breakers,1940,0. 2,ElN8
GM224,Monsieur Beaucaire,1946,0.8,EL53
GM230,Fancy Pants,1950,0.9,LMC12
GM238,Scared Stiff,1953,0.4,FMD10
GM238,Scared Stiff,1953,0.5,GM210
GM300,Destry,1954,0.99,GM200
GM305,The Gazebo,1959,0.8,H53
GMf60,Dracula,1932,0.95,TB55
GMf70,The Light That Failed,1923,0.9,UN
GMu15,Young Guns,1990,0.8,GMu15
GMy35,Within the Law,1939,0.9,SW6
GNj1,Anne of Green Gables,1934,0.95,WDT27
GoG10,Room to Let,1950,0.7,H9
GoH53,Murders in the Rue Morgue,1971,0.9,RFl20
GoP12,Tom Brown's Schooldays,1950,0.9,RoS11
GPa2,Caesar and Cleopatra,1945,0.3,CDM59
GRH8,The Sting,1966,0.3,GRH6
GRH10,Slap Shot,1977,0.4,RoA64
GRo1,The Night of The Living Dead,1968,0.3,HHH1
GRo1,The Night of The Living Dead,1968,0.4,UbR10
GRo30,The Night of The Living Dead - The Remake,1990,0.8,GRo1
GrR1,Lancer Spy,1937,0.7,AC20
GrR3,Intermezzo,1939,0.98,GvM10
GS6,For Heaven's Sake,1950,0.6,AlH24
GSc10,Elizabeth the Queen,1968,0.7,LMe10
GSi10,Of Mice and Men,1992,0.9,LM17
GSl10,The Vanishing,1990,0.9,CDr10
GSl12,The Vanishing,1993,0.98,GSl10
GSn10,The Bachelor,1999,0.9,IGB10
GSt8,Gunga Din,1939,0.9,LM10
GSt15,A Place in The Sun,1951,0.9,S12
GSy7,The Three Musketeers,1948,0.8,ADw45
GSy10,Showboat,1951,0.9,JW11
GSy11,Sacaramouche,1952,0.9,RxI20
GSy13,Kiss Me Kate,1953,0.5,SaT15
GSy40,Half a Sixpence,1967,0.8,CR12
GTh26,Carry On Spying,1963,0.4,TYg17
GTh28,"Carry On, Cleo",1964,0.4,JLM17
GTh36,Follow that Camel,1967,0.6,DL13
GTh37,Don't Loose Your Head,1966,0.6,HY1
GTh50,Carry On Henry,1971,0.6,WHu10
GTh62,Carry On Emmanuelle,1977,0.4,JuJ1
GTz3,Counterfeit Coin,1955,0.6,MOp21
GvS5,My Own Private Idaho,1991,0.2,OW11
GvS12,Psycho,1998,0.9,H73
GWg16,The Wolf Man,1940,0.8,StW10
GWg23,The Climax,1944,0.5,ArL36
GyM20,Pretty Woman,1990,0.3,AA13
H23,Number Seventeen,1932,0.5,GzB1
H26,The Man Who Knew Too Much,1934,0.1,MLR8
H27,The 39 Steps,1935,0.5,H26
H29,Sabotage,1936,0.2,UN
H31,The Lady Vanishes,1938,0.4,WaF15
H49,I Confess,1952,0.3,H27
H57,The Man Who Knew Too Much,1956,0.99,H26
H60,Mr. Blandhard's Secret,1956,0.7,H51
H61,The Wrong Man,1957,0.1,EK3
H61,The Wrong Man,1957,0.3,H27
H69,North by Northwest,1959,0.3,H27
H69,North by Northwest,1959,0.1,LO12
H69,North by Northwest,1959,0.3,LoK50
H83,Frenzy,1972,0.25,H27
HBH35,"Hello, Frisco, Hello",1943,0.9,SLa3
HBH45,Three Little Girls in Blue,1946,0.8,WAS100
HBH60,She's Working Her Way Through College,1952,0.7,ElN11
HBH60,She's Working Her Way Through College,1952,0.2,LlB50
HB60,His Majesty Bunker Bean,1925,0.9,UN
HbR1,Goodbye Mr.~Chips,1969,0. 9,SW15
HbR4,"Play it Again, Sam",1972,0. 3,C127
HbR4,"Play it Again, Sam",1972,0. 4,IH1
HbR17,Pennies From Heaven,1981,0.9,DPo6
HCP4,The Shopworn Angel,1938,0.9,RWa10
HCP5,Congo Maisie,1938,0.85,VF33
HCP28,Three for the Show,1955,0.3,CoB3
HCP28,Three for the Show,1955,0.6,WR120
HDl10,Schtonk,1992,0.3,CC78
HeD124,A Home Away From Home,1963,0.8,H42
HeD125,Nothing Ever Happens in Linvale,1963,0.8,H51
HeM30,Back Room Boy,1941,0.8,WaF10
HFr10,Blowing Wild,19++,0.9,AM15
HFr30,Man in the Attic,1953,0. 8,H9
HgS10,The Time Machine,1978,0.96,GPl10
HH9,Dawn Patrol,1930,0.3,W3
HH13,Tiger Shark,1932,0.3,LlB21
HH23,His Girl Friday,1940,0.9,LM10
HH25,Ball of Fire,1944,0.3,DvH10
HH27,To Have and Have Not,1944,0.7,C127
HH29,A Song is Born,1948,0.8,HH25
HHa16,The Trail of the Lonesome Pine,1936,0.9,HHa19
HHa56,Of Human Bondage,1964,0.9,ICr19
HHo5,Vicki,1953,0.9,HBH31
HIL5,Mr.~Moto in Danger Island,1938,0.9,LoK3
HK56,Way Down East,1936,0.9,DWG64
HK92,Untamed,1955,0.3,VF44
HKl23,Step Down to Terror,1959,0.8,H38
HNe17,The Cannonball Run,1981,0.1,Z7310
HKo24,Wabash Avenue,1959,0.9,WLa27
HKu10,Daughters of Darkness,1971,0.5,FM3
HoG10,Goliathon,1977,0.9,IGu29
HoK5,Big House USA,1954,0.8,GHl7
HoZ18,Unfaithfully Yours,1983,0.85,PS10
HPr20,A Little Night Music,1977,0.5,InB16
HSu10,Deathsport,1978,0.4,NJ13
HtB10,PCU,1994,0.8,ILa32
HWo1,Drei von der Tankstelle,1955,0.9,WTh3
HWx21,No No Nanette,1940,0. 8,CBa10
HWx45,Picadilly Incident,1946,0.3,OP8
HWx45,Picadilly Incident,1946,0.5,BVi12
HY118,The Scarlet Pimpernel,1934,0.8,ME40
IvR21,Junior,1994,0.9,Z7840
IAv18,Happy New Year,1987,0.9,ClL16
IB8,Broken Blossoms,1936,0.9,DWG57
IB19,The Lodger,1944,0. 8,H9
IBa23,Point of No Return,1993,0.9,LBe10
IBe4,Casbah,1948,0.8,ICr28
IBe10,Don Juan,1956,0.5,VSh23
IBl15,China Moon,1994,0.85,BW4
IBt20,Happy is the Bride,1957,0.9,AA16
IBy15,The Razor's Edge,1984,0.9,EG20
ICa9,The Thing,1982,0.8,CNy1
ICa20,Memoirs of an Invisible Man,1991,0.7,JW6
ICa25,Escape from L.A..,1996,0.5,ICa8
ICr27,The Prisoner of Zenda,1937,0.9,RxI10
ICr28,Algiers,1938,0.85,JuD8
ICr40,Dead Reckoning,1947,0. 3,IH1
ICr40,Dead Reckoning,1947,0. 3,HH27
IDu10,Far East,1982,0.8,C127
IDu22,Wide Saragossa Sea,1993,0.8,RoS15
IF15,Marked Men,1920,0.5,EJL10
IF77,The Informer,1935,0.9,ArR10
IF86,Stage Coach,1939,0.7,MhR1
IF100,The Three Godfathers,1948,0.9,RyB18
IF108,Mogambo,1953,0.9,VF33
IFa8,Broadway Musketeers,1938,0.9,MLR12
IFa14,A Bill of Divorcement,1940,0.99,GC8
IFa28,Alias Nick Beal,1949,0.5,WlD39
IFa34,Hondo,1954,0. 8,GSt17
IFa39,Back from Eternity,1956,0.8,IFa10
IFa45,The Unholy Wife,1957,0.6,BW4
IFr35,52 Pickup,1986,0.9,JLT40
IFr51,The Island of Dr.Moreau,1996,0.95,DTa211
IGi20,Fury at Smuggler's Bay,1958,0.8,H32
IGu29,King Kong,1976,0.9,EBS50
IH1,The Maltese Falcon,1941,0.8,RDR32
IH12,Key Largo,1948,0.6,HH27
IH16,The African Queen,1951,0.3,EP1
IH18,Beat the Devil,1954,0.9,IH1
IH19,Moby Dick,1956,0.6,LlB21
IH22,The Unforgiven,1960,0.7,KV56
IH39,Wise Blood,1979,0.7,RcB14
IHk10,Treasure Island,1971,0.9,ByH8
IHu16,Roxanne,1987,0.7,MiG10
ILa34,American Werewolf in London,1981,0.8,StW10
ILb12,Aqua Sex,1965,0.95,ILb10
IMN10,Henry: Portrait of a Serial Killer,1990,0.7,LKa1
IMT22,Last Action Hero,1993,0.4,FZe15
IMT22,Last Action Hero,1993,0.3,BsK22
IMT22,Last Action Hero,1993,0.1,MF8
IMT29,The Thomas Crown Affair,1999,0.8,NJ8
IMvS6,On the Double,1961,0.9,WLa38
InA1,The Story of Mankind,1957,0.2,GPa2
InB15,The Naked Night,1955,0.99,InB13
InB16,Smiles of a Summer Night,1955,0.3,JR70
InB22,The Devil's Eye,1960,0.6,VSh23
InB27,Persona,1965,0.6,InB6
IPC25,Sleeping Car to Trieste,1948,0.9,WaF15
