AK58,The Girl from Maxim's,A.Korda,R
AK59,The Private Life of Don Juan,A.Korda,R
AK78,Rembrandt,A.Korda,R
CC66,A Dog's Life,Chaplin,R
CC68,Shoulder Arms,Chaplin,R
CC70,The Kid,Chaplin,R
CC72,Shoulder Arms,Chaplin,R
CC73,The Gold Rush,Chaplin,R
CC75,The Circus,Chaplin,R
CC76,City Lights,Chaplin,R
CC77,Modern Times,Chaplin,R
CC78,The Great Dictator,Chaplin,R
CC79,The Gold Rush,Chaplin,R
CC80,Monsieur Verdoux,Chaplin,R
CGl44,Mesalina,Gallone,R
CGl55,Pawns of Passion,Gallone,R
CoC10,The Spoilers,Selig,R
EL40,Die Flamme,Lubitsch,R
EL51,The Love Parade,Zukor,R
EL51,The Love Parade,Lasky,X
EL57,Trouble in Paradise,Lubitsch,R
EL64,Ninotchka,Lubitsch,R
EL65,The Shop around the Corner,Lubitsch,R
EL67,To Be or Not To Be,A.Korda,R
EL68,Heaven Can Wait,Lubitsch,R
ReB8,The Italian,Th.Ince,R
ReB10,The Typhoon,Th.Ince,R
ECa65,The Spoilers,Lloyd Sheldon,N
GMf50,The Sheik,Lasky,R
GMf60,Dracula,Lasky,N
JMa60,The House of Seven Gables,Burt Kelly,N
RaW2,The Thief of Bagdad,Fairbanks~sr,R
RaW47,The Bowery,Darryl F. Zanuck,N
RaW59,The Roaring Twenties,Hal B. Wallis,N
RaW63,They Died With Their Boots On,Robert Fellows,N
RaW64,The Strawberry Blonde,William Cagney,N
RaW66,Desperate Journey,Wallis,R
RaW72,The Man I Love,Arnold Albert,N
RaW73,One Sunday Afternoon,Jerry Wald,N
RaW78,Blackbeard the Pirate,Grainger,R
RaW82,Battle Cry,none,R
RaW85,Band of Angels,none,R
AG30,La Fin du Monde,Gance,N
ECn168,My Little Chickadee,Leslie Cowan,N
ECn177,Crazy House,Erle C. Kenton,N
HK25,Stella Dallas,S.Goldwyn,R
HK30,Whoopie,S.Goldwyn,R
HK50,State Fair,Winfield Sheehan,N
HK56,Way Down East,Winfield Sheehan,N
HK58,Lloyd's of London,D.F.Zanuck,R
HK66,In Old Chicago,MacGowan,R
HK67,Alexander's Ragtime Band,D.F.Zanuck,R
HK67,Alexander's Ragtime Band,Harry Joe Brown,X
HK69,Stanley and Livingstone,Kenneth MacGowan,R
HK75,The Black Swan,Robert Bassler,N
HK77,Wilson,Darryl Zanuck,N
HK82,Twelve OClock High,D.F.Zanuck,R
HK86,David and Bathsheeba,D.F.Zanuck,R
HK89,The Snows of Kilimandjaro,D.F.Zanuck,R
HK91,Love is a many Splendored Thing,Buddy Adler,N
HK92,Untamed,Bert E. Friedlob,N
HK92,Untamed,William A. Bacher,X
HK94,The Sun also Rises,D.F.Zanuck,R
JqF30,Le Grand Jeu,Albert Lewin,N
JqF50,Knight Without Armor,A.Korda,R
SFr43,The Guardsman,Albert Lewin,N
SFr60,The Good Earth,Irving Thalberg,N
AlW40,The House of Rothschild,William Goetz,N
AlW40,The House of Rothschild,R.Griffith,X
AlW60,The Adventures of Sherlock Holmes,D.Markey,R
BsK6,The Haunted House,Cline,R
BsK12,The Blacksmith,B.Keaton,R
BsK13,Cops,Joseph F. Schenk,N
BsK20,The Love Nest,B.Keaton,R
BsK21,Our Hospitality,Joseph M. Schenk,N
BsK22,Sherlock jr.,Joseph M. Schenk,N
BsK22,Sherlock jr.,B.Keaton,X
BsK23,The Navigator,Joseph M. Schenk,N
BsK24,Seven Chances,B.Keaton,R
BsK25,Go West,B.Keaton,R
BsK27,Battling Butler,B.Keaton,R
FbM10,Cenere,Arturo Ambrosio,N
FLl59,Cavalcade,Winfield Sheehan,N
FLl62,Berkeley Square,Jessse L. Lasky,N
FLl70,Mutiny on the Bounty,Irving Thalberg,R
FLl80,Wells Fargo,F.Llloyd,R
FLl85,Maid of Salem,Howard Estabrook,N
FLl89,If I were King,Lloyd,R
FLl99,Blood on the Sun,William Cagney,N
GM190,The Goldwyn Follies,Sam Goldwyn,N
GM200,Destry Rides Again,Joe Pasternal,N
GM210,The Ghost Breakers,Hornblow,R
GM224,Monsieur Beaucaire,John Paul Jones,N
GM227,Variety Girl,Daniel Dare,N
GM237,Houdini,Pal,R
GM238,Scared Stiff,Wallis,R
GM240,Red Garters,Pat Duggan,N
GM300,Destry,Stanley Rubin,N
GM305,The Gazebo,Lawrence Weingarten,N
GM310,Papa's Delicate Condition,Jack Rose,N
IF76,The Whole Town's Talking,Lester Cowan,N
IF77,The Informer,Cliff Reid,N
IF78,Steamboat Round the Bend,Sol M. Wurtzel,R
IF79,The Prisoner of Shark Island,D.F.Zanuck,R
IF83,The Hurricane,Merrit Hulburd,R
IF86,Stagecoach,Wanger,R
IF87,Young Mr.~Lincoln,MacGowan,R
IF88,Drums Along the Mohawk,Raymond Griffin,N
IF89,The Grapes of Wrath,Nunally~J.,R
IF91,Tobacco Road,Jack Kirkland,N
IF91,Tobacco Road,Harry H. Oshrin,X
IF92,How Green Was my Valley,D.F.Zanuck,R
IF98,My Darling Clementine,Samuel G. Engel,N
IF100,The Three Godfathers,J.Ford,R
IF101,She Wore a Yellow Ribbon,Ford,R
IF101,She Wore a Yellow Ribbon,M.C.Cooper,X
IF108,Mogambo,Zimbalist,R
IF111,Mr.~Roberts,Leland Hayward,N
IF112,The Searchers,C.V. Whitney,N
IF115,The Last Hurrah,Ford,R
IF125,Donovan's Reef,Ford,R
IF135,Seven Women,Bernard~Smith,R
ISR5,Little Miss Hoover,Zuckor,R
ISR30,Our Little Girl,Edward Butcher,N
RWN15,Frankenstein Meets the Wolf Man,George Waggner,N
RWN26,Sherlock Holmes and the Spider Woman,R.W.Neill,R
RWN44,Terror by Night,Howard Benedict,N
RyB10,The Painted Veil,Stromberg,R
RyB12,Les Mis\'erables,D.F.Zanuck,R
RyB14,Metropolitan,D.F.Zanuck,R
RyB17,The Garden of Allah,Selznick,R
RyB18,The Three Godfathers,J.Mankiewicz,R
ViS5,The Clodhopper,Th.Ince,R
ViS58,Forgotten Faces,Selznick,R
ViS84,Road to Singapore,Harlan Thompson,N
ViS86,Road to Zanzibar,Paul Jones,N
ChB9,The Mask of Fu Manchu,Thalberg,R
EvS5,Greed,vonStroheim,R
EvS6,The Merry Widow,Thalberg,R
FrN3,The Mark of Zorro,Fairbanks~sr,R
FrN8,Ben Hur,S.Goldwyn,R
IMS20,Back Street,Laemmle~jr.,R
IMS30,The Magnificent Obsession,Stahl,R
IMS50,Holy Matrimony,Nunally~J.,R
IMS60,Leave Her to Heaven,William A. Bacher,N
KV26,The Crowd,K.Vidor,R
KV34,Bird of Paradise,Selznick,R
KV40,Stella Dallas,S.Goldwyn,R
KV42,Northwest Passage,Stromberg,R
KV43,My Son My Son,Edward Small,N
KV50,An American Romance,K.Vidor,R
KV54,Cover Girl,Arthur Schwartz,N
KV55,Together Again,Edward Small,N
KV56,Duel in the Sun,Edward Small,N
KV58,The Fountainhead,Blanke,R
KV59,Beyond the Forest,Blanke,N
KV61,The Man Without a Star,Aaron Rosenberg,N
KV64,War and Peace,Carlo Ponti,R
TB35,London After Midnight,T.Browning,N
TB55,Dracula,Carl Laemmle~jr.,R
TB60,Freaks,T.Browning,R
TB67,The Mark of the Vampire,E.J. Mannix,N
WAS77,Sons of the Desert,H.Roach,R
WAS80,The Richest Girl in The World,Berman,R
WAS83,Roberta,Berman,R
WAS95,Room Service,Berman,R
WAS100,Three Blind Mice,R.Griffith,R
WAS115,A Lady Takes a Chance,F.Ross,R
WAS125,Lover Come Back,Howard Benedict,N
WvD33,Spoilers of the West,Selznick,R
WvD34,Wyoming,Selznick,R
WvD51,The Thin Man,Stromberg,R
WvD53,Naughty Marietta,Stromberg,R
WvD56,San Francisco,John Emerson,N
WvD58,Rose Marie,Stromberg,R
WvD60,After The Thin Man,Stromberg,R
WvD67,It's A Wonderful World,Frank Davis,N
WvD69,Another Thin Man,Stromberg,R
WvD72,Bitter Sweet,V.Saville,R
WvD75,Rage in Heaven,G.Reinhardt,R
WvD79,Cairo,J.Mankiewicz,R
C89,Twenty-Thousand Years in Sing Sing,Warners,R
C104,Captain Blood,Harry Joe Brown,N
C106,Charge of the Light Brigade,Wallis,R
C106,Charge of the Light Brigade,Bischoff,X
C112,The Adventures of Robin Hood,Wallis,R
C113,Four Daughters,Blanke,R
C115,Angels with Dirty Faces,Bischoff,R
C117,Daughters Courageous,Wallis,R
C118,The Private Lives of Elizabeth and Essex,Robert Lord,N
C119,Dodge City,Robert Lord,N
C120,Four Wives,Hal Wallis,N
C121,The Sea Hawk,Hal B. Wallis,N
C122,The Santa Fe Trail,Robert Fellows,N
C123,Virginia City,Robert Fellows,N
C124,The Sea Wolf,Blanke,R
C127,Casablanca,Hal B. Wallis,N
C131,Passage to Marseilles,Wallis,R
C134,Mildred Pierce,Jerry Wald,N
C136,Life with Father,Robert Buckner,R
C140,Flamingo Road,Jerry Wald,N
C142,Young Man with a Horn,Jerry Wald,N
C143,The Breaking Point,Jerry Wald,N
C146,Force of Arms,Anthony Veiller,R
C157,The Jazz Singer,Louis F. Edelman,N
C160,We're No Angels,Pat Duggan,N
C161,White Christmas,Robert Emmet Dolan,N
C165,The Vagabond King,Pat Duggan,N
C171,The Adventures of Huckleberry Finn,Greenhut,R
CBa40,It,B.P. Schulberg,R
EmC10,The Mystery of the Yellow Room,Paramount,N
FL11,Sigfried,Pommer,R
FL12,Krimhild's Revenge,Pommer,R
FL13,Metropolis,Erich Pommer,N
FL16,M,Seymour Nebenzal,N
FL19,Fury,J.Mankiewicz,R
FL20,You only Live Once,Wanger,R
FL23,Western Union,Harry Joe Brown,N
FL24,Manhunt,MacGowan,R
FL27,The Woman in the Window,Nunally~J.,R
FL28,Ministry of Fear,Seton I. Miller,N
FL29,Scarlet Street,Wanger,R
FL30,Cloak and Dagger,Milton Sperling,N
FL35,Clash by Night,Harriet Parsons,N
FL37,The Big Heat,Robert Arthur,N
FM9,City Girl,Fox,R
FM10,Tabu,F.W.Murnau,R
FM10,Tabu,Flaherty,R
FNm5,A Sailor Made Man,Roach,R
FNm10,Doctor Jack,Roach,R
FNm12,Safety Last,Harold Lloyd,N
FNm40,General Spanky,Roach,R
GAr58,Thirteen Women,Selznick,R
GAr60,The Lost Squadron,Selznick,R
GAr80,Some Like It Hot,William C. Thomas,N
GF90,Lilac Time,Fitzmaurice,R
GF160,As You Desire Me,Fitzmaurice,R
GF170,Suzy,Louis D. Lighton,N
HB70,Our Dancing Daughters,Stromberg,R
HB80,Broadway Melody,Lawrence Weingarten,N
HB95,Murder in the Private Car,Hubbard,R
JuD10,The Great Waltz,B.Hyman,N
JuD13,Tales of Manhattan,Boris Morros,N
JuD13,Tales of Manhattan,Sam Spiegel,X
JuD16,Anna Karenina,A.Korda,R
RW1,Das Kabinett des Dr.~Caligari,Erich Pommer,N
CBw29,Anna Karenina,Selznick,R
CBw31,The Gorgeous Hussy,J.L.Mankiewicz,R
CBw33,Conquest,Bernard Hyman,N
CBw36,The Rains Came,Harry Joe Brown,N
CBw37,Edison The Man,John W. Considine~jr,N
CBw38,Come Live With Me,Cl.Brown,R
CBw40,The Human Comedy,Cl.Brown,R
CBw41,The White Cliffs of Dover,S.Franklin,R
CBw42,National Velvet,Berman,R
CBw43,The Yearling,S.Franklin,R
CBw45,Intruder in the Dust,Cl.Brown,R
CBw48,Angels in the Outfield,Cl.Brown,R
CDr9,The Passion of Joan of Arc,Dreyer,R
CDr10,Vampyr,Dreyer,N
CDr10,Vampyr,Nicholas DeGunzburg,N
CuB37,The Merry Widow,Joe Pasternak,N
CuB40,Beau Brummel,Zimbalist,R
CuB44,Kisses for My President,Bernhardt,R
FB27,A Farewell to Arms,Borzage,R
FB29,A Man's Castle,Borzage,R
FB39,Desire,Lubitsch,R
FB40,Hearts Divided,Harry Joe Brown,R
FB42,The Big City,Norman Krasna,N
FB45,Three Comrades,J.L.Mankiewicz,R
FB52,The Mortal Storm,S.Franklin,R
GCt20,The White Shadow,Balcon,R
GCt21,The Prude's Fall,Balcon,R
HWx4,Nell Gwynn,H.Wilcox,R
HWx5,Dawn,H.Wilcox,R
HWx10,Bitter Sweet,H.Wilcox,R
HWx11,Nell Gwynn,H.Wilcox,R
HWx16,Victoria the Great,H.Wilcox,R
HWx17,Sixty Glorious Years,H.Wilcox,R
HWx19,Nurse Edith Cavell,H.Wilcox,R
HWx20,Sunny,H.Wilcox,R
HWx21,No No Nanette,H.Wilcox,R
HWx22,Irene,H.Wilcox,R
HWx45,Picadilly Incident,H.Wilcox,R
HWx47,Spring in Park Lane,H.Wilcox,R
HWx50,Odette,H.Wilcox,R
HWx54,Trent's Last Case,Herbert J. Yates,N
HWx55,Lilacs in the Spring,H.Wilcox,R
HWx60,The Man Who Wouldn't Talk,H.Wilcox,R
JWH40,Big Business,H.Roach,R
JWH48,Laughing Gravy,H.Roach,R
JWH50,Beau Hunks,H.Roach,R
JWH70,Bonnie Scotland,H.Roach,R
JWH80,Way Out West,Stan Laurel,N
RoF20,Man of Aran,Michael Balcon,N
RoF30,Elephant Boy,Alexander Korda,N
SW10,A Night at the Opera,Thalberg,R
SW13,Madame X,James K. McGuiness,N
SW15,Goodbye Mr.~Chips,V.Saville,R
SW18,Kitty Foyle,Harry E. Edgington,N
SW18,Kitty Foyle,David Hempstead,X
SW19,The Devil and Miss Jones,Frank Rose,N
SW19,The Devil and Miss Jones,Norman Krasna,X
SW21,King's Row,David Lewis,N
SW22,For Whom the Bell Tolls,S.Wood,R
SW25,Casanova Brown,Nunally~J.,R
SW28,Saratoga Trunk,Wallis,R
SW30,Heartbeat,Robert Hakim,N
SW30,Heartbeat,Raymond Hakim,X
SW33,Stratton Story,Jack Cummins,N
VF19,Mantrap,B.P. Shulman,N
VF33,Red Dust,Stromberg,R
VF36,Treasure Island,Hunt Stromberg,N
VF38,Bombshell,Stromberg,R
VF39,Reckless,Selznick,R
VF41,Captains Courageous,Louis D. Lighton,N
VF43,The Wizard of Oz,M.LeRoy,R
VF44,Gone with the Wind,Selznick,R
VF45,Dr.~Jekyll and Mr.~Hyde,V.Saville,R
VF47,A Guy Named Joe,Everett Riskin,N
VF48,Joan of Arc,Wanger,R
AdB21,The Constant Nymph,Balcon,R
EdS50,The Cameraman,Lawrence Weingarten,N
EHG15,Holiday,E.B. Derr,N
EHG20,The Animal Kingdom,Selznick,R
EHG30,Next Time We Love,Paul Kohner,R
EHG38,Safari,Anthony Veiller,R
EHG48,Young and Willing,Edward H. Griffith,N
RaI50,Murder at Monte Carlo,Irving Asher,N
SaT17,Coquette,Mary Pickford,N
SaT23,Nothing But Trouble,B.F. Ziedman,R
DMu4,Ballet Mechanique,Fernand Leger,N
LuB20,Pygmalion,Rudolf Meyer,N
LuB21,Ergens in Nederland,Rudolf Meyer,N
WR10,The Plastic Age,B.P. Schulberg,N
WR31,Honey,Selznick,R
WR40,Cimarron,Louis Sarecky,N
WR42,No Man of her Own,Zuckor,R
WR50,Roar of the Dragon,Selznick,R
WR60,The Monkey's Paw,Selznick,R
WR72,Shoot the Works,Gene Fowler,N
WR86,The Gilded Lily,Albert Lewis,N
WR115,Sing you Sinners,Ruggles,R
WR120,Too Many Husbands,Ruggles,R
AC20,The Great Impersonation,Edmund Grainger,N
GHl15,Tarzan the Fearless,Sol Lesser,N
GP3,Die Freudlose Gasse,Hirschel,N
GP3,Die Freudlose Gasse,Sofar,X
RC16,I Married a Witch,Clair,R
RC18,It Happened Tomorrow,Pressburger,R
RC19,And Then There Were None,Clair,R
RFG1,A Quiet Street,Roach,R
RFG20,Shivering Shakespeare,McGowan,R
RFG30,Wild Poses,McGowan,R
RuJ3,The Phantom of the Opera,Carl Laemmle,R
RuJ8,The Cat Creeps,Laemle~jr,R
TWh20,The Murder Man,Harry Rapf,N
TWh25,The Divorce of Lady X,A.Korda,R
TWh37,The Mad Doctor,George Arthur,N
TWh41,Seven Days Leave,Whelan,R
TWh45,Higher and Higher,Whelan,R
TWh50,Step Lively,Robert Fellows,N
WiB25,Little Annie Roonie,Mary Pickford,N
WiB100,Crazy Knights,Sam Katzman,N
WiB199,Bela Lugosi Meets a Brooklyn Gorilla,Jack Broder,N
HSt1,Breaking into Society,Stromberg,R
W30,Wings,B.B. Schulberg,R
W30,Wings,Lucien Hubbard,X
W40,Chinatown Nights,Selznick,R
W41,The Man I Love,J.L.Mankiewicz,R
W55,The Conquerors,Selznick,N
W66,Call of the Wild,D.F.Zanuck,R
W70,Small Town Girl,Hunt Stromberg,N
W73,A Star is Born,Selznick,R
W74,Nothing Sacred,Selznick,R
W75,Men with Wings,Wellman,R
W76,Made For Each Other,Selznick,R
W77,Beau Geste,Wellman,R
W78,The Light That Failed,Wellman,R
W82,Lady of Burlesque,Hunt Stromberg,N
W83,The Ox-bow Incident,Lamar Trotti,N
W98,Island in the Sky,Robert Fellows,R
W100,The High and the Mighty,Wayne-Fellows,R
JR1,La Fille de l'Eau,J.Renoir,R
JR5,Nana,J.Renoir,N
JR20,La Chienne,Braunberger,N
JR55,La Grande Illusion,Charles Spaak,N
JR70,La regle du jeu,C.Renoir,R
JR70,La regle du jeu,Roland Hakim,X
JR70,La regle du jeu,Robert Hakim,X
JR75,Swamp Water,Pichel,R
JR77,This Land is Mine,J.Renoir,R
JR77,This Land is Mine,D.Nichols,X
JR81,The Diary of a Chambermaid,Bogeaus,N
JR81,The Diary of a Chambermaid,Burgess Meredith,X
JR92,The Golden Coach,Valentine Brosio,N
SET1,Roulette,Selznick,R
SE4,Bronenosets Potemkin,Eisenstein,R
SE15,Que Viva Mexico,Upton Sinclair,N
SE25,"Ivan the Terrible, part I",Eisenstein,R
SE26,"Ivan the Terrible, part II",Eisenstein,R
SE27,"Ivan the Terrible, part III",Eisenstein,R
AlD10,Catherine,J.Renoir,N
WKH35,The Power and The Glory,Lasky,R
WKH44,"Vanessa, her Love Story",Selznick,R
WKH45,Mary Burns Fugitive,Wanger,R
AES10,Putting Pants on Philip,H.Roach,R
AES70,Diamond Jim,Grainger,R
AES80,The Flying Deuces,H.Roach,R
AES85,The Invisible Woman,Burt Keyes,N
AES90,One Night in the Tropics,Leonard Spiegelglass,N
AES100,Follow the Boys,Charlie~Feldman,R
AJG50,A Chump at Oxford,H.Roach,R
ChR10,Steamboat Bill jnr.,B.Keaton,R
ChR13,Hollywood Revue,Harry Rapf,N
ChR50,The Big Store,Louis K. Sidney,N
ChR60,Lost in a Harem,George Haight,N
CLa95,Abbott and Costello in the Foreign Legion,Robert Artur,N
CLa100,Abbott and Costello Meet the Invisible Man,Howard Christie,N
CLa110,Abbott and Costello Meet Captain Kidd,Alex Gottlieb,N
CLa114,Abbott and Costello Go To Mars,Howard Christie,N
CLa121,Abbott and Costello Meet the Keystone Kops,Howard Christie,N
CLa125,Abbott and Costello Meet the Mummy,Howard Christie,N
CLa150,The World of Abbott and Costello,Max L. Rosenberg,N
CLa150,The World of Abbott and Costello,Milton Subotsky,X
EG3,Love,E.Goulding,R
EG10,Blondie of the Follies,Marion Davis,A
EG10,Blondie of the Follies,Thalberg,R
EG11,Grand Hotel,Irving Thalberg,R
EG13,The Flame Within,E.Goulding,R
EG16,The Dawn Patrol,Wallis,R
EG17,Dark Victory,David Lewis,N
EG23,The Constant Nymph,Blanke,R
EG24,Claudia,W. Perlheim,N
EG25,Of Human Bondage,Henry Blake,N
EG20,The Razor's Edge,D.F.Zanuck,R
EG28,Everybody does it,Nunally~J.,R
GLC4,Symphony of Six Million,Selznick,R
