JaC28,The Great Gabbo,Cruze,R,
JaC33,Washington Merry Go Round,Cruze,R,
JaC35,I Cover the Waterfront,Cruze,R,
JaC40,Sutter's Gold,Cruze,R,
GKS60,The Dead Man's Claim,Spoor,R,
LMi1,The Last Days of Pompeii,Maggi,R,
LMi5,Nero and the Burning of Rome,Maggi,R,
LMi23,Autumn Sunset Dream,Maggi,R,
LMi25,The Ship with the Lions,Maggi,R,
LMi35,The Lion of Venice,Maggi,R,
DWG02,At the French Ball,Griffith,R,
DWG03,Calamitous Elopement,Griffith,R,
DWG1,The Adventures of Dolly,Griffith,R,
DWG3,For the Love of Gold,Griffith,R,
DWG5,The Call of the Wild,Griffith,R,
DWG6,Lines of White on a Sullen Sea,Griffith,R,
DWG7,The Sealed Room,Griffith,R,
DWG8,A Corner in Wheat,Griffith,R,
DWG9,The Lonely Villa,Griffith,R,
DWG10,The Life of Edgar Allen Poe,Griffith,R,
DWG11,The Curtain Pole,Griffith,R,
DWG15,Song of the Wildwood Flute,Griffith,R,
DWG16,Love Among the Roses,Griffith,R,
DWG25,The Lonedale Operator,Griffith,R,
DWG26,Paradise Lost,Griffith,R,
DWG27,Enoch Arden,Griffith,R,
DWG29,The Cowboy Doctor,Griffith,R,
DWG33,Man's Genesis,Griffith,R,
DWG35,The Musketeers of Pig Alley,Griffith,R,
DWG40,The Raven,Griffith,R,
DWG47,The New York Hat,Griffith,R,
DWG49,The Battle at Elderbush Gulch,Griffith,R,
DWG50,Judith of Bethulia,Griffith,R,
DWG51,The Clansman,Griffith,R,
DWG52,Intolerance,Griffith,R,
DWG52,Intolerance,vonStroheim,N,
DWG52,Intolerance,T.Browning,N,
DWG52,Intolerance,vanDyke,N,
DWG53,Hearts of the World,Griffith,R,
DWG55,The Greatest Question,Griffith,R,
DWG57,Broken Blossoms,Griffith,R,
DWG58,True Heart Susie,Griffith,R,
DWG64,Way Down East,Griffith,R,
DWG66,One Exciting Night,Griffith,R,
DWG67,Orphans of the Storm,Griffith,R,
DWG71,America,Griffith,R,
DWG72,Isn't life Wonderful,Griffith,R,
DWG75,Screen Snapshots,Griffith,R,
DWG80,Abraham Lincoln,Griffith,R,
Z0210,Romeo and Juliet,Unknown2,R,
Z0220,Romeo and Juliet,Unknown2,R,
Z0230,Romeo and Juliet,Unknown2,R,
Z0240,Romeo and Juliet,Unknown2,R,
Z0250,Romeo and Juliet,Unknown2,R,
Z0260,Romeo and Juliet,Unknown2,R,
Z0270,Romeo and Juliet,Unknown2,R,
EiC10,Le Binetoscope,Cohl,R,
GdL10,"Marin Valiero, Doge of Venice",deLiguoro,R,
MCs2,The Pilgrim's Progress,Caserini,R,
MCs3,Macbeth,Caserini,R,
MCs10,Love Everlasting,Caserini,R,
WMk10,Gertie the Dino,Mackay,R,
FkP10,All on Account of Milk,F.Powell,R,
GlS10,The Merchant of Venice,loSavio,R,
ISB10,Life of Moses,Blackton,R,
ThB10,The Old Curiosity Shop,Bentley,R,
ThB30,The Old Curiosity Shop,Bentley,R,
ThB50,Young Woodley,Bentley,R,
ThB55,Hobson's Choice,Bentley,R,
ThB65,Those Were the Days,Bentley,R,
ThB70,The Old Curiosity Shop,Bentley,R,
ThB80,Lucky to Me,Bentley,R,
UgF10,Salome,Falena,R,
UgF12,Francesca di Rimini,Falena,R,
APv10,Dante's Inferno,Padovan,R,
APv10,Dante's Inferno,Francesco Bertolini,N,
APv10,Dante's Inferno,Guiseppe diLiguoro,N,
APv11,Homer's Odyssey,Padovan,R,
APv11,Homer's Odyssey,Francesco Bertolini,N,
AuB10,The Vampire Dancer,Blom,R,
LcP15,L'Enfant de Paris,Perret,R,
OrM10,Clios and Phyletes,Mentasti,R,
ThI10,Little Dove's Romance,Th.Ince,R,
ThI18,Battle of the Red Men,Th.Ince,R,
ThI20,Custer's Last Fight,Th.Ince,R,
ThI33,The Death Mask,Th.Ince,R,
ThI40,Civilization,Th.Ince,R,
ThI60,Human Wreckage,Th.Ince,R,
ThI65,Custer's Last Fight,Th.Ince,R,
UrG10,The Aviator's Generosity,Gad,R,
WmH10,A Tale of Two Cities,Humphrey,R,
ADw5,Maiden and Men,Dwan,R,
ADw6,Their Hero Son,Dwan,R,
ADw17,Robin Hood,Dwan,R,
ADw22,The Iron Mask,Dwan,R,
ADw27,Manhandled,Dwan,R,
ADw35,Heidi,Dwan,R,
ADw40,Rebecca of Sunnybrook Farm,Dwan,R,
ADw41,Suez,Dwan,R,
ADw45,The Three Musketeers,Dwan,R,
ADw52,Around the World,Dwan,R,
ADw60,Sands of Iwo Jima,Dwan,R,
ADw70,Cattle Queen of Montana,Dwan,R,
ADw72,Passion,Dwan,R,
ADw75,Tennessee's Partner,Dwan,R,
ADw78,Pearl of the South Pacific,Dwan,R,
ADw80,Slightly Scarlet,Dwan,R,
AEG25,The Ghost Breaker,A.E.Green,R,
AEG37,Baby Face,A.E.Green,R,
AEG39,I Loved a Woman,A.E.Green,R,
AEG41,Dangerous,A.E.Green,R,
AEG50,The Gracie Allen Murder Case,A.E.Green,R,
AEG60,The Jolson Story,A.E.Green,R,
AEG70,The Eddie Cantor Story,A.E.Green,R,
JCw16,Step On It,Conway,R,
JCw41,Bringing Up Father,Conway,R,
JCw44,Our Modern Maidens,Conway,R,
JCw47,The Unholy Three,Conway,R,
JCw50,Just a Gigolo,Conway,R,
JCw51,Ars\`ene Lupin,Conway,R,
JCw53,Red-headed Woman,Conway,R,
JCw57,Viva Villa,Conway,R,
JCw57,Viva Villa,Hawks; fired,N,
JCw61,A Tale of Two Cities,Conway,R,
JCw62,Libeled Lady,Conway,R,
JCw63,Sarasota,Conway,R,
JCw64,A Yank at Oxford,Conway,R,
JCw65,Too Hot To Handle,Conway,R,
JCw67,Lady of the Tropics,Conway,R,
JCw68,Boom Town,Conway,R,
JCw69,Love Crazy,Conway,R,
JCw70,Honky Tonk,Conway,R,
JCw73,Dragon Seed,Conway,R,
JCw75,The Hucksters,Conway,R,
JDu10,Comedy of the absurd,Durand,R,
MaT10,Alias Jimmy Valentine,M.Tourneur,R,
MaT25,The Pride of the Clan,M.Tourneur,R,
MaT27,Poor Little Rich Girl,M.Tourneur,R,
MaT40,Au nom de la loi,M.Tourneur,R,
LMe10,Queen Elizabeth,Mercanton,R,
LoW3,How Men Propose,Weber,R,
LoW5,Where are My Children,Weber,R,
LoW5,Where are My Children,Phillips Smalley,N,
LoW10,The Dumb Girl of Portici,Weber,R,
LoW11,"The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances",Weber,R,
LoW20,The Dance of Love,Weber,R,
LoW21,Shoes,Weber,R,
ME40,Nelson,Elvey,R,
ME60,The Elusive Pimpernel,Elvey,R,
ME100,The Hound of the Baskervilles,Elvey,R,
MEl130,Balalava,Elvey,R,
MEl150,The School for Scandal,Elvey,R,
ME180,The Lodger,Elvey,R,
ME200,The Tunnel,Elvey,R,
ME240,The Spider,Elvey,R,
ME270,Beware of Pity,Elvey,R,
ME300,My Wife's Lodger,Elvey,R,
MSt10,Vampyren,M.Stiller,R,
MSt20,Sir Arne's Treasure,M.Stiller,R,
MSt30,Erotikon,M.Stiller,R,
MSt40,The Saga of Gosta Berlin,M.Stiller,R,
MSt50,The Blizzard,M.Stiller,R,
MSt53,The Temptress,M.Stiller,R,
MSt53,The Temptress,Niblo,N,
MSt53,The Temptress,Humberstone,N,
MSt55,Hotel Imperial,M.Stiller,R,
MSt60,Street of Sin,M.Stiller,R,
SiO10,From the Manger to the Cross,Olcott,R,
SiO30,Monsieur Beaucaire,Olcott,R,
VSj1,Tradgardsmastaren,Seastrom,R,
VSj3,The Phantom Carriage,Seastrom,R,
VSj5,He Who gets Slapped,Seastrom,R,
VSj6,The Scarlet Letter,Seastrom,R,
VSj7,The Divine Woman,Seastrom,R,
VSj8,The Wind,Seastrom,R,
Z1210,Within the Law,Unknown12,R,
Z1220,Within the Law,Unknown12,R,
Z1230,Within the Law,Unknown12,R,
ElR10,The Last Days of Pompeii,Rodolfo,R,
NOx10,Il Cadavere Vivente,Oxilia,R,
NOx10,Il Cadavere Vivente,Oreste Mentasti,N,
NOx20,Rhapsodia Satanica,Oxilia,R,
AcG10,"Fedora, or Piu Forte dell'Odio e Amore",Gonsalvi,R,
BuG10,Blade O'Grass,George,R,
CDM0,California,DeMille,R,
CDM1,The Squaw Man,DeMille,R,
CDM1,The Squaw Man,Oscar Apfel,N,
CDM3,The Virginian,DeMille,R,
CDM5,Brewster's Millions,DeMille,R,
CDM6,Rose of the Rancho,DeMille,R,
CDM7,The Ghost Breaker,DeMille,R,
CDM8,Call of the North,DeMille,R,
CDM9,The Girl of the Golden West,DeMille,R,
CDM10,The Wild Goose Chase,DeMille,R,
CDM11,The Warrens of Virginia,DeMille,R,
CDM12,The Arab,DeMille,R,
CDM13,The Goose Girl,DeMille,R,
CDM15,Carmen,DeMille,R,
CDM15,Carmen,Walsh,N,
CDM16,Maria Rosa,DeMille,R,
CDM17,The Captive,DeMille,R,
CDM18,The Cheat,DeMille,R,
CDM19,The Trail of the Lonesome Pine,DeMille,R,
CDM22,"Joan, the Woman",DeMille,R,
CDM32,The Squaw Man,DeMille,R,
CDM40,The Affairs of Anatol,DeMille,R,
CDM44,Adam's Rib,DeMille,R,
CDM45,The Ten Commandments,DeMille,R,
CDM51,The King of Kings,deMille,R,
CDM52,Madame Satan,DeMille,R,
CDM54,The Godless Girl,DeMille,R,
CDM55,The Squaw Man,DeMille,R,
CDM56,The Sign of the Cross,DeMille,R,
CDM59,Cleopatra,DeMille,R,
CDM60,The Crusades,DeMille,R,
CDM64,The Plainsman,DeMille,R,
CDM68,The Buccaneer,DeMille,R,
CDM73,Union Pacific,DeMille,R,
CDM75,Reap the Wild Wind,DeMille,R,
CDM77,Unconquered,DeMille,R,
CDM78,Samson and Delilah,DeMille,R,
CDM79,The Greatest Show on Earth,DeMille,R,
CDM80,The Ten Commandments,DeMille,R,
EGz10,Anthony and Cleopatra,Guazzoni,R,
GBS10,The Perils of Pauline,Seitz,R,
GBS20,The Fatal Ring,Seitz,R,
GBS30,Velvet Fingers,Seitz,R,
GBS40,The Sky Ranger,Seitz,R,
GBS42,The Vanishing American,Seitz,R,
GBS90,The Woman in his Life,Seitz,R,
GBS92,The Last of the Mohicans,Seitz,R,
GBS93,A Family Affair,Seitz,R,
GBS95,You're Only Young Once,Seitz,R,
GBS96,Judge Hardy's Children,Seitz,R,
GBS97,Love Finds Andy Hardy,Seitz,R,
GBS98,Out West With the Hardys,Seitz,R,
GBS100,6000 Enemies,Seitz,R,
GBS102,The Hardys Ride High,Seitz,R,
GBS103,Judge Hardy and Son,Seitz,R,
GBS110,Andy Hardy Meets a Debutante,Seitz,R,
GBS115,Kit Carson,Seitz,R,
GBS120,Sky Murder,Seitz,R,
GBS130,Andy Hardy's Private Secretary,Seitz,R,
GBS132,Life Begins for Andy Hardy,Seitz,R,
GBS140,China Caravan,Seitz,R,
GBS144,The Courtship of Andy Hardy,Seitz,R,
GBS145,Andy Hardy's Double Life,Seitz,R,
GBS150,Andy Hardy's Blonde Trouble,Seitz,R,
BHd10,East Lynne,Haldane,R,
DGP1,Raja Harishchandra,Phalke,R,
HBn5,Ivanhoe,Brenon,R,
HBn8,Neptune's Daughter,Brenon,R,
HBn10,The Kreuzer Sonata,Brenon,R,
HBn12,War Brides,Brenon,R,
HBn15,The Passing of the Third Floor Back,Brenon,R,
HBn18,The Sign on the Door,Brenon,R,
HBn21,The Spanish Dancer,Brenon,R,
HBn25,Peter Pan,Brenon,R,
HBn30,Beau Geste,Brenon,R,
HBn40,Beau Ideal,Brenon,R,
HHS1,The White Goddess of the Wangora,Schomburgk,R,
HHS3,The Heroes of Paratau,Schomburgk,R,
HHS6,The Outlaw of the Sudu Mountains,Schomburgk,R,
HHS8,Odd Man Out,Schomburgk,R,
HHS9,Deutsche in Sudan,Schomburgk,R,
HHS12,Eine Weisse unter Kannibalen,Schomburgk,R,
HHS13,Ein Abenteurer,Schomburgk,R,
HHS14,Tropengift,Schomburgk,R,
HHS15,Goldfieber,Schomburgk,R,
HHS16,Im Kampf um die Diamantfelder,Schomburgk,R,
HHS22,Geheimbundrieten der Frauen in Liberia,Schomburgk,R,
HHS24,Mensch und Tier im Urwald,Schomburgk,R,
HHS26,"Fahrten und F\""ahrten",Schomburgk,R,
HHS28,Verlorenes Land,Schomburgk,R,
HHS36,Das Letzte Paradis,Schomburgk,R,
HHS38,Die Wildnis Stirbt,Schomburgk,R,
HHS48,"Frauen, Masken, und Dam\""onen",Schomburgk,R,
HHS50,Abschied von Afrika,Schomburgk,R,
PW1,The Student of Prag,Wegener,R,
PW2,"R\""ubezahls Hochzeit",Wegener,R,
PW3,"Der Rattenf\""anger von Hameln",Wegener,R,
PW4,Der Golem,Wegener,R,
Z4210,Tarzan the Ape Man,Unknown42,R,
Z4215,Romance of Tarzan,Unknown42,R,
Z4220,Return of Tarzan,Unknown42,R,
Z4222,Son of Tarzan,Unknown42,R,
Z4225,Adventures of Tarzan,Unknown42,R,
Z4230,Tarzan and the Golden Lion,Unknown42,R,
Z4240,Tarzan the Mighty,Unknown42,R,
ADA10,The Memory of the Other,DegliAbbati,R,
AK1,The Duped Journalist,A.Korda,R,
AK19,The Man with the Golden Touch,A.Korda,R,
AK26,The Prince and the Pauper,A.Korda,R,
AK40,The Private Life of Helen of Troy,A.Korda,R,
AK45,Her Private Life,A.Korda,R,
AK49,The Princess and the Plumber,A.Korda,R,
AK50,Marius,A.Korda,R,
AK57,The Private Life of Henry VIII,A.Korda,R,
AK58,The Girl from Maxim's,A.Korda,R,
AK59,The Private Life of Don Juan,A.Korda,R,
AK78,Rembrandt,A.Korda,R,
AK90,That Hamilton Woman,A.Korda,R,
AK96,An Ideal Husband,A.Korda,R,
CC1,Making A Living,Chaplin,R,
CC43,The Tramp,Chaplin,R,
CC50,Shangheid,Chaplin,R,
CC52,A Night at the Show,Chaplin,R,
CC62,The Immigrant,Chaplin,R,
CC64,The Adventurer,Chaplin,R,
CC66,A Dog's Life,Chaplin,R,
CC68,Shoulder Arms,Chaplin,R,
CC70,The Kid,Chaplin,R,
CC72,Shoulder Arms,Chaplin,R,
CC73,The Gold Rush,Chaplin,R,
CC75,The Circus,Chaplin,R,
CC76,City Lights,Chaplin,R,
CC77,Modern Times,Chaplin,R,
CC78,The Great Dictator,Chaplin,R,
CC79,The Gold Rush,Chaplin,R,
CC80,Monsieur Verdoux,Chaplin,R,
CC81,Limelight,Chaplin,R,
CC82,A King in New York,Chaplin,R,
CC83,A Countess from Hong Kong,Chaplin,R,
CGl10,La donna nuda,Gallone,R,
CGl25,Malombra,Gallone,R,
CGl35,Maman poupee,Gallone,R,
CGl42,Fabiola,Gallone,R,
CGl42,Fabiola,Palermi,N,
CGl44,Mesalina,,R,
CGl44,Mesalina,Palermi,N,
CGl46,Quo Vadis,Gallone,R,
CGl46,Quo Vadis,Palermi,N,
CGl48,The Last Days of Pompeii,Gallone,R,
CGl48,The Last Days of Pompeii,Palermi,N,
CGl55,Pawns of Passion,Gallone,R,
CGl70,Madame Butterfly,Gallone,R,
CGl75,Manon Lescaut,Gallone,R,
CGl85,La Traviata,Gallone,R,
CGl90,Faust and the Devil,Gallone,R,
CGl95,La Forza del Destino,Gallone,R,
CGl103,Tosca,Gallone,R,
CGl107,Michel Strogoff,Gallone,R,
CGl109,Cathage in Flames,Gallone,R,
CGl115,Carmen di Travestere,Gallone,R,
CoC10,The Spoilers,C.Campbell,R,
CWl10,Der Stolz der Firma,Wilhelm,R,
ECs10,In The Land of the War Canoes,E.Curtis,R,
El9,Schuhpalast Pinkus,Lubitsch,R,
El13,Wenn Vier Dasselbe Tun,Lubitsch,R,
El15,"Ein Fideles Gef\""angnis",Lubitsch,R,
EL19,Die Augen der Mumie Ma,Lubitsch,R,
EL21,Gipsy Blood,Lubitsch,R,
EL28,Meyer in Berlin,Lubitsch,R,
EL29,Die Austernprinzessin,Lubitsch,R,
EL31,Madame Dubarry,Lubitsch,R,
EL32,Die Puppe,Lubitsch,R,
EL33,Romeo und Julia im Schnee,Lubitsch,R,
EL34,"Kohliesel's T\""ochter",Lubitsch,R,
El35,"Ich M\""ochte Kein Mann Sein",Lubitsch,R,
EL36,Sumurun,Lubitsch,R,
EL37,Anna Boleyn,Lubitsch,R,
EL38,Die Bergkatze,Lubitsch,R,
EL39,Das Weib des Pharao,Lubitsch,R,
EL40,Die Flamme,Lubitsch,R,
EL41,Rosita,Lubitsch,R,
EL42,The Marriage Circle,Lubitsch,R,
EL44,Forbidden Paradise,Lubitsch,R,
EL46,Lady Windermere's Fan,Lubitsch,R,
EL48,The Student Prince,Lubitsch,R,
EL49,The Patriot,Lubitsch,R,
EL51,The Love Parade,Lubitsch,R,
EL52,Paramount on Parade,Lubitsch,R,
EL53,Monte Carlo,Lubitsch,R,
EL54,The Smiling Luitenant,Lubitsch,R,
EL55,The Man I Killed,Lubitsch,R,
EL56,One Hour With You,Lubitsch,R,
EL57,Trouble in Paradise,Lubitsch,R,
EL58,If I had a Million,Lubitsch,R,
EL60,Design For Living,Lubitsch,R,
EL61,The Merry Widow,Lubitsch,R,
EL62,Angel,Lubitsch,R,
EL63,Bluebeard's Eighth Wife,Lubitsch,R,
EL64,Ninotchka,Lubitsch,R,
EL65,The Shop around the Corner,Lubitsch,R,
EL67,To Be or Not To Be,Lubitsch,R,
EL68,Heaven Can Wait,Lubitsch,R,
EL69,Cluny Brown,Lubitsch,R,
PFo10,Cabiria,Fosco,R,
PFo15,Il Fuoco,Fosco,R,
PFo20,Tigre Reale,Fosco,R,
PFo25,Hedda Gabler,Fosco,R,
ReB8,The Italian,R.Barker,R,
ReB10,The Typhoon,R.Barker,R,
ASa14,Bluebeard's Seven Wives,Santell,R,
ASa29,The Sea Wolf,Santell,R,
ASa30,Body and Soul,Santell,R,
ASa31,Daddy Long Legs,Santell,R,
ASa34,Rebecca of Sunnybrook Farm,Santell,R,
ASa39,People Will Talk,Santell,R,
ASa41,Winterset,Santell,R,
ASa47,Our Leading Citizen,Santell,R,
ASa49,Beyond the Blue Horizon,Santell,R,
ASa50,Jack London,Santell,R,
ASa51,The Hairy Ape,Santell,R,
ECa10,The Final Judgement,Carewe,R,
ECa20,The trail to Yesterday,Carewe,R,
ECa30,Rio Grande,Carewe,R,
ECa40,San of the Sahara,Carewe,R,
ECa50,Resurrection,Carewe,R,
ECa55,Ramona,Carewe,R,
ECa60,Evangeline,Carewe,R,
ECa62,The Girl of the Golden West,Carewe,R,
ECa64,New Moon,Carewe,R,
ECa65,The Spoilers,Carewe,R,
ECa75,Are We Civilized?,Carewe,R,
GD1,Les Soeurs Ennemies,Dulac,R,
GD2,Geo le Mysterieux,Dulac,R,
GD3,Venus Victrix,Dulac,R,
GD7,La Fete Espanole,Dulac,R,
GD10,La Belle Dame Sans Merci,Dulac,R,
GD13,La Souriante Madame Beudet,Dulac,R,
GD19,La Coquille et le Clergyman,Dulac,R,
GMf20,Tennessee's Pardner,Melford,R,
GMf21,Gentleman of Leisure,Melford,R,
GMf40,Pettigrew's Girl,Melford,R,
GMf50,The Sheik,Melford,R,
GMf60,Dracula,Melford,R,
GMf70,The Light That Failed,Melford,R,
GuS10,Assunta Spina,Serena,R,
GuS12,The Woman of the Camelias,Serena,R,
IGA30,The Little Red Schoolhouse,Adolfi,R,
IGA40,The Phantom Express,Adolfi,R,
IGA50,Alexander Hamilton,Adolfi,R,
IGA60,The Man Who Played God,Adolfi,R,
IGA70,Voltaire,Adolfi,R,
JGE10,Joyous Troublemakers,G Edwards,R,
JGE18,Nero,G Edwards,R,
JGE20,Queen of Sheba,G.Edwards,R,
JGE25,It's the Law,G Edwards,R,
JMa30,Asphalt,J.May,R,
JMa50,Music in the Air,J.May,R,
JMa60,The House of Seven Gables,J.May,R,
JMa70,Johnny Doen't Live Here Any More,J.May,R,
LaW10,The Corporal's Daughter,L.West,R,
LFl30,Les Vampires,Feuillade,R,
LFl50,Fantomas,Feuillade,R,
LFl70,Judex,Feuillade,R,
RaW2,The Thief of Bagdad,Walsh,R,
RaW13,What Price Glory,Walsh,R,
RaW20,The Loves of Carmen,Walsh,R,
RaW24,Sadie Thompson,Walsh,R,
RaW40,The Man Who Came Back,Walsh,R,
RaW41,The Big Trail,Walsh,R,
RaW44,The Yellow Ticket,Walsh,R,
RaW47,The Bowery,Walsh,R,
RaW59,The Roaring Twenties,Walsh,R,
RaW60,St.~Louis Blues,Walsh,R,
RaW61,They Drive by Night,Walsh,R,
RaW62,High Sierra,Walsh,R,
RaW63,They Died With Their Boots On,Walsh,R,
RaW64,The Strawberry Blonde,Walsh,R,
RaW65,Manpower,Walsh,R,
RaW66,Desperate Journey,Walsh,R,
RaW67,Northern Pursuit,Walsh,R,
RaW70,Objective Burma,Walsh,R,
RaW72,The Man I Love,Walsh,R,
RaW73,One Sunday Afternoon,Walsh,R,
RaW74,White Heat,Walsh,R,
RaW75,Colorado Territory,Walsh,R,
RaW77,Distant Drums,Walsh,R,
