['CDM32', 'The Squaw Man', '1918', '0.9', 'CDM4']
['CDM55', 'The Squaw Man', '1932', '0. 9', 'CDM4']
['CEa40', 'A Perfect World', '1993', '0.7', 'GSt17']
['CEa42', 'Power of One', '1997', '0.8', 'H52']
['CFr10', 'Intimate Relations', '1953', '0. 9', 'JC9']
['CGl50', 'The Last Days of Pompeii', '1928', '0.8', 'ElR10']
['CH5', 'Anthony and Cleopatra', '1971', '0.2', 'GPa2.']
['ChV26', 'The Loves of Carmen', '1948', '0.2', 'ChV20']
['CJ4', 'Lost Horizon', '1973', '0.1', 'RWi31']
['CyE30', 'Mysterious Island', '1961', '0.8.', 'LuH10']
['DaB33', "Where's Charley?", '1952', '0.5', 'AMa29']
['DAz23', 'Nana', '1934', '0. 7', 'JR5']
['DBo15', 'The Beach', '2000', '0.1', 'FFC8']
['DBo15', 'The Beach', '2000', '0.1', 'MCi2']
['DL5', 'Great Expectations', '1946', '0. 2', 'StW9']
['DLR3', 'To Catch a Butterfly', '1963', '0. 8', 'MLR43']
['DMa10', 'Things Change', '1988', '0. 3', 'FC24']
['DMa10', 'Things Change', '1988', '0. 3', 'HAs3']
['DME10', 'The Sandlot', '1993', '0.25', 'BLv10']
['DME10', 'The Sandlot', '1993', '0.25', 'Z9010']
['DME10', 'The Sandlot', '1993', '0.25', 'PAR10']
['DRa10', 'East Side Story', '1997', '0.8', 'UNS']
['DS13', 'The Invasion of the Body Snatchers', '1954', '0.8', 'Wi3']
['DS20', 'The Killers', '1964', '0.9', 'RSi20']
['DSk49', 'Magnificent Obsession', '1954', '0. 9', 'JMS30']
['DSk50', "There's Always Tomorrow", '1955', '0.5', 'ESl10']
['DSk59', 'Imitation of Life', '1959', '0.8', 'JMS25']
['DTa211', 'The Island of Dr.~Moreau', '1977', '0. 9', 'EaK8']
['EAB10', 'Escape in the Desert', '1945', '0.8', 'AMa18']
['EJL10', 'The Three Godfathers', '1916', '0.9', 'UN']
['FBr60', 'Zombies of the Stratosphere', '1952', '0.2', 'UN']
['FCo10', 'El Fantasma de la Opera', '1960', '0. 5', 'ArL36']
['FeF85', "Donovan's Brain", '1953', '0. 9', 'GeS17']
['FF6', 'Notte di Cabiria', '1957', '0.2', 'PFo10']
['FFC26', "Bram Stoker's Dracula", '1992', '0.15', 'WW45']
['FFC26', "Bram Stoker's Dracula", '1992', '0.05', 'RoV5']
['FFC26', "Bram Stoker's Dracula", '1992', '0.1', 'TFi15']
['FL8', 'Der M\\"ude Tod', '1921', '0.8', 'UN']
['FLg10', 'Fear No Evil', '1981', '0.3', 'RD4']
['FLg10', 'Fear No Evil', '1981', '0.3', 'GRo1']
['Fro28', 'Cleopatra', '1999', '0.2', 'CDM59']
['FTu40', 'True to the Army', '1940?', '0.8', 'ElN5']
['GAd5', 'Lord Love a Duck', '1966', '0. 2', 'FF6']
['GAd5', 'Lord Love a Duck', '1966', '0. 2', 'TRs12']
['GAd5', 'Lord Love a Duck', '1966', '0. 2', 'CD8']
['GBW10', 'The Chinese Bungalow', '1930', '0.9', 'SiH20']
['GC17', 'Holiday', '1936', '0. 9', 'EHG15']
['GC39', 'A Star is Born', '1954', '0.95', 'W13']
['GeM2', 'Mad Max', '1979', '0. 3', 'PBa3']
['GDo74', 'Stagecoach', '1966', '0. 9', 'IF86']
['GgL2', 'American Graffiti', '1973', '0.5', ' PBo3']
['GeE10', 'Final Round', '1993', '0.8', 'UN']
['GeS27', 'Johnny Comes Flying Home', '1946', '0. 5', 'WW63']
['GeW5', 'The Woman in Red', '1984', '0.95', 'JLD10']
['GFj20', 'The Rebel Set', '1959', '0.4', 'StK3']
['GKe8', 'Hello Dolly', '1969', '0.7', '2-Jan']
['GM210', 'The Ghost Breakers', '1940', '0. 7', 'AEG25']
['GM210', 'The Ghost Breakers', '1940', '0. 2', 'ElN8']
['GM238', 'Scared Stiff', '1953', '0.5', 'GM210']
['GMf70', 'The Light That Failed', '1923', '0.9', 'UN']
['GMy35', 'Within the Law', '1939', '0.9', 'SW6']
['GPa2', 'Caesar and Cleopatra', '1945', '0.3', 'CDM59']
['GRo1', 'The Night of The Living Dead', '1968', '0.3', 'HHH1']
['H29', 'Sabotage', '1936', '0.2', 'UN']
['H61', 'The Wrong Man', '1957', '0.3', 'H27']
['H69', 'North by Northwest', '1959', '0.1', 'LO12']
['H69', 'North by Northwest', '1959', '0.3', 'LoK50']
['HBH60', "She's Working Her Way Through College", '1952', '0.2', 'LlB50']
['HB60', 'His Majesty Bunker Bean', '1925', '0.9', 'UN']
['HbR1', 'Goodbye Mr.~Chips', '1969', '0. 9', 'SW15']
['HbR4', 'Play it Again, Sam', '1972', '0. 3', 'C127']
['HbR4', 'Play it Again, Sam', '1972', '0. 4', 'IH1']
['HCP28', 'Three for the Show', '1955', '0.6', 'WR120']
['HFr10', 'Blowing Wild', '19++', '0.9', 'AM15']
['HFr30', 'Man in the Attic', '1953', '0. 8', 'H9']
['HH9', 'Dawn Patrol', '1930', '0.3', 'W3']
['HHa16', 'The Trail of the Lonesome Pine', '1936', '0.9', 'HHa19']
['HoZ18', 'Unfaithfully Yours', '1983', '0.85', 'PS10']
['HWx21', 'No No Nanette', '1940', '0. 8', 'CBa10']
['HWx45', 'Picadilly Incident', '1946', '0.5', 'BVi12']
['HY118', 'The Scarlet Pimpernel', '1934', '0.8', 'ME40']
['IB19', 'The Lodger', '1944', '0. 8', 'H9']
['ICr40', 'Dead Reckoning', '1947', '0. 3', 'IH1']
['ICr40', 'Dead Reckoning', '1947', '0. 3', 'HH27']
['IFa34', 'Hondo', '1954', '0. 8', 'GSt17']
['IH1', 'The Maltese Falcon', '1941', '0.8', 'RDR32']
['IHu16', 'Roxanne', '1987', '0.7', 'MiG10']
['IMT22', 'Last Action Hero', '1993', '0.3', 'BsK22']
['IMT22', 'Last Action Hero', '1993', '0.1', 'MF8']
['IMvS6', 'On the Double', '1961', '0.9', 'WLa38']
['InA1', 'The Story of Mankind', '1957', '0.2', 'GPa2']
['IPq10', 'Jungle 2 Jungle', '1977', '0.9', 'UN']
['IrC10', "Sweet Rosie O'Grady", '1943', '0.9', 'TG16']
['ISt24', 'Gunfight at the OK Corral', '1957', '0.2', 'IF98']
['IvR6', 'Ghostbusters', '1986', '0.4', 'GM238']
['JnB70', 'La Poison', '2000', '0.9', 'SG54']
['JaH22', 'Captain Nemo and the Underwater City', '1969æ', '0.7', 'LuH10']
['JaS44', 'Double Indemnity', '1973', '0.95', 'BW4']
['JBH10', 'The Bedford Incident', '1965', '0.2', 'StK7']
['JC10', "Orph\\'ee", '1949', '0.3', 'ML2']
['JCa9', 'The Liquidator', '1965', '0. 3', 'TYg18']
['JDr10', 'A Kiss Before Dying', '1991', '0.8', 'UN']
['JGs6', 'A Man Named Gannon', '1964', '0.9', 'KV51']
['JHi7', 'The Spoilers', '1955', '0. 9', 'REn53']
['JHr10', "That's Entertainment", '1974', '0.04', 'VM13']
['JHr10', "That's Entertainment", '1974', '0.04', 'ChW4']
['JHr10', "That's Entertainment", '1974', '0.04', 'RdR56']
['JHr10', "That's Entertainment", '1974', '0.04', 'NT70']
['JHr10', "That's Entertainment", '1974', '0.04', 'JqA10']
['JHr10', "That's Entertainment", '1974', '0.04', 'RZL20']
['JHr10', "That's Entertainment", '1974', '0.04', 'ChW12']
['JHr10', "That's Entertainment", '1974', '0.04', 'RRw5']
['JHr10', "That's Entertainment", '1974', '0.04', 'ChR13']
['JHr10', "That's Entertainment", '1974', '0.04', 'RZL37']
['JHr10', "That's Entertainment", '1974', '0.04', 'VM4']
['JHr10', "That's Entertainment", '1974', '0.04', 'VF39']
['JHr10', "That's Entertainment", '1974', '0.04', 'StD4']
['JHr10', "That's Entertainment", '1974', '0.08', 'StD7']
['JHr10', "That's Entertainment", '1974', '0.08', 'GSy10']
['JHr10', "That's Entertainment", '1974', '0.04', 'BBe17']
['JHr10', "That's Entertainment", '1974', '0.04', 'VF43']
['JHr10', "That's Entertainment", '1974', '0.04', 'RTh27']
['JHr10', "That's Entertainment", '1974', '0.04', 'RM16']
['JHr10', "That's Entertainment", '1974', '0.04', 'LeK10']
['JHr10', "That's Entertainment", '1974', '0.04', 'VM3']
['JiA1', 'Airplane!', '1980', '0.3', 'HaB9']
['JlC21', 'O Brother, Where Art Thou', '2000', '0.5', 'APv11']
['JLG20', "Pr\\'enom Carmen", '1966', '0.5', 'CDM15']
['JLT25', 'Caboblanco', '1980', '0.8', 'C127']
['JTM10', 'Battle Beyond the Stars', '1980', '0.2', 'ISt29']
['JMu1', 'Dillinger', '1973', '0. 6', 'MxN10']
['JmF10', 'Reckless', '1984', '0.4', 'MCh1']
['JN20', 'How to Marry A Millionaire', '1953', '0.4', 'WAS100']
['JNs410', 'Summer Magic', '1963', '0.9', 'RVL25']
['JLp1', 'Impromptu', '1991', '0. 3', 'JR70']
['JoA15', 'Copy Cat', '1995', '0.8', 'UN']
['JoD5', 'Hollywood Boulevard', '1976', '0.2', 'RCoxx']
['JoF1', 'Little Man Tate', '1991', '0.3', 'LMa8']
['JoW15', 'Cry Baby', '1990', '0.4', 'JoW10']
['JRu5', 'Sleeping With the Enemy', '1991', '0.25', 'GyM20']
['JW2', 'Frankenstein', '1931', '0. 5', 'PW4']
['KeA34', 'Those Daring Young Men in Their Jaunty Jalopies', '1969', '0.5', 'BE12']
['KFi10', 'Airplane II: The Sequel', '1982', '0.01', 'CR18']
['KKo36', 'My Man Godfrey', '1957', '0.9', 'GLC12']
['KuN42', 'Tarzan and the She-Devil', '1953', '0. 3', 'FBu8']
['KV67', 'A Farewell to Arms', '1957', '0.9', 'FB27']
['LaK18', 'Wyatt Earp', '1994', '0.2', 'IF98']
['LaK18', 'Wyatt Earp', '1994', '0.1', 'HHa54']
['LaK18', 'Wyatt Earp', '1994', '0.1', 'IF112']
['LAl4', 'The Unseen', '1945', '0.3', 'LAl2']
['LlB50', 'The Goldiggers of 1937', '1937', '0. 5', 'BBe1']
['LlB64', 'Invisible Stripes', '1939', '0. 8', 'C115']
['LM38', 'Mutiny on the Bounty', '1962', '0.8', 'FLl13']
['LMa4', 'Zazie dans le Metro', '1961', '0.2', 'FF7']
['LPh4', 'The Red Badge of Courage', '1977', '0.9', 'IH15']
['LuV50', 'The Leopard', '1963', '0. 3', 'JR70']
['MAD10', 'Paradise', '1991', '0.9', 'UN']
['MB2', 'The Twelve Chairs', '1970', '0.4', 'RWa80']
['MB4', 'Young Frankenstein', '1974', '0.3', 'WA4']
['MCC12', 'The Last Days of Pompeii', '1935', '0.8', 'CGl50']
['MCi10', 'Desperate Hours', '1989', '0.9', 'WW68']
['MDy10', 'Jeanne and the Perfect Guy', '1999', '0.5', 'JqD4']
['MiT3', 'Mister Quilp', '1975', '0. 9', 'ThB70']
['MiJ12', 'Clean Slate', '1994', '0.15', 'H27']
['MMy10', 'Austin Powers: The Spy Who Shagged Me', '1999', '0.2', 'LGt31']
['MNi10', 'The Icycle Thief', '1987', '0.4', 'JuD20']
['MkP1', 'Afraid of the Dark', '1992', '0.2', 'CR17']
['MkP1', 'Afraid of the Dark', '1992', '0.2', 'MP35']
['MRP43', 'New Jack City', '1991', '0.6', 'MVP20']
['MRP43', 'New Jack City', '1991', '0.4', 'BdP16']
['MRs10', 'The Prize', '1963', '0.3', 'H69']
['MRy21', 'Intersection', '1994', '0. 9', 'ClS22']
['MVP43', 'New Jack City', '1991', '0.3', 'BdP16']
['NiM5', 'Time After Time', '1979', '0.3', 'GPl10']
['NOs8', 'Shinjuku Dorobo Nikki', '1966', '0.5', 'JG15']
['NSm10', 'Calling All Husbands', '1940', '0.5', 'UN']
['NSm10', 'Calling All Husbands', '1940', '0.4', 'UN']
['Opa2', 'An Ideal Husband', '1999', '0.1', 'AA29']
['OW2', 'The Magnificent Ambersons', '1942', '0.8', 'UN']
['PaH118', 'The Landlady', '1961', '0. 5', 'H73']
['PBm2', "Men Don't Leave", '1989', '0.9', ' Z8220']
['PCo12', 'The Spiral Staircase', '1975', '0.92', 'RSi23']
['PCz30', 'Dreaming Lips', '1937', '0. 95', 'PCz10']
['PdB6', 'That Man from Rio', '1964', '0.5>', 'TYg18']
['PeG5', 'Becket', '1964', '0. 8', 'GHo10']
['PLe10', 'Monsieur Hire', '1990', '0. 4', 'KrK10']
['PNe4', 'The Glass Menagerie', '1987', '0. 9', 'IrR20']
['PnM10', 'Awakenings', '1990', '0.25', 'MF5']
['PnM10', 'Awakenings', '1990', '0.25', 'BLe6']
['PS4', 'The Lady Eve', '1941', '0. 5', 'TG8']
['PTa50', 'Good Morning, Babylon', '1987', '0.2', 'DWG52']
['PtF10', 'Hercules', '1959', '0.7', ' PFo10']
['PWr8', 'Witness', '1985', '0. 3', 'TTz9']
['QTa1', 'Reservoir Dogs', '1992', '0.4', 'JlC4']
['RAl71', 'Thieves Like Us', '1973', '0. 8', 'NR1']
['RaW65', 'Colorado Territory', '1949', '0.9', 'RaW62']
['RaW85', 'Band of Angels', '1957', '0. 7', 'VF44']
['RBS10', 'That Wonderful Urge', '1948', '0.9', 'IrC10']
['RbM1', 'Murder by Death', '1976', '0. 3', 'IH1']
['RbM1', 'Murder by Death', '1976', '0. 3', 'WvD51']
['RCo15', 'I, Mobster', '1958', '0. 5', 'RCo14']
['RD4', 'The Omen', '1976', '0.5', 'WFr6']
['RDL24', 'Finders Keepers', '1984', '0.3', 'PS8']
['REn32', 'Slim', '1937', '0.9.6', 'HH13']
['REp18', 'The Celluloid Closet:', '1996', '0.8', 'Z8110']
['RHk10', 'Dead On', '1993', '0. 85', 'H48']
['RHo27', 'The Paper', '1994', '0.4', 'W74']
['RHo34', 'EDtv', '1999', '0.9', 'Z9080']
['RHu10', 'Lost Horizon', '1972', '0.9', 'FC27']
['RiF22', 'Barrabas', '1962', '0. 2', 'ASj30']
['RM3', 'Dr.~Jekyll and Mr.~Hyde', '1932', '0.8', 'JSR30']
['RM5', 'Song of Songs', '1933', '0.9', 'SoS']
['RM13', 'Blood and Sand', '1941', '0. 9', 'FrN5']
['RMp15', 'Mrs.~Wiggs of the Cabbage Patch', '1942', '0. 9', 'NT40']
['RMu20', 'Kiss Me Goodbye', '1983', '0.4', 'DL3']
['RMu20', 'Kiss Me Goodbye', '1983', '0.4', 'BBa1']
['RoA25', 'Hush Hush, Sweet Charlotte', '1964', '0. 6', 'RoA23']
['RoP4', 'The Fearles Vampire Killers', '1967', '0. 5', 'FM3']
['RoS13', 'Back Street', '1941', '0.9', 'JMS20']
['RoV12', 'Don Juan', '1973', '0.6', 'VSh23']
['RRw5', 'Hit the Deck', '1955', '0.9', 'MSa8']
['RRw7', 'These Wilder Years', '1956', '0.8', 'ESl10']
['RSi40', 'Criss Cross', '1948', '0.1', 'BW4']
['RSpB5', 'Jack the Ripper', '1959', '0.8', 'H9']
['RtB43', "L'Argent", '1983', '0.3', 'RtB10']
['RTh6', 'Huckleberry Finn', '1939', '0. 8', 'NT23']
['RTh35', 'The Prisoner of Zenda', '1952', '0.99', 'ICr27']
['RTh42', 'The Student Prince', '1954', '0. 7', 'EL48']
['RVL10', 'The Count of Monte Cristo', '1934', '0.8', 'ESP15']
['RWa50', 'Young at Heart', '1938', '0. 9', 'C113']
['RWB25', "I'll Never Forget You", '1951', '0.9', 'FLl12']
['RWF24', 'Despair', '1978', '0.3', 'RoP2']
['RWf15', 'Love from a Stranger', '1947', '0.9', 'RVL16']
['RyB12', "Les Mis\\'erables", '1935', '0.9', 'FLl1']
['RyB18', 'The Three Godfathers', '1936', '0.6', 'Ww12']
['RZe20', 'Contact', '1997', '0.3', 'StK8']
['RZe20', 'Contact', '1997', '0.2', 'RHo29']
['RZe20', 'Contact', '1997', '0.1', 'JoD15']
['SaP40', 'The Getaway', '1993', '0.9', 'SaP11']
['SCs10', 'The Student Prince', '2000', '0.1', 'C127']
['SL28', 'Death Trap', '1982', '0. 7', 'JLM20']
['SLa30', 'Sorrowful Jones', '1949', '0.8', 'ALH8']
['SpK10', 'Maximum Overdrive', '1986', '0. 8', 'JT5']
['SPo8', 'Hanky Panky', '1982', '0.4', 'H61']
['SPo8', 'Hanky Panky', '1982', '0.4', 'H69']
['SP37', 'Three Days of the Condor', '1975', '0.5', 'H27']
['SRo35', 'Drowning Pool', '1975', '0.5', 'JaS33']
['SRo37', 'Voyage of the Damned', '1976', '0. 8', 'SK7']
['SS7', 'Close Encounters of the Third Kind', '1975', '0.2', 'FT18']
['StF12', 'Hero', '1992', '0. 7', 'IF120']
['StH5', 'The Glass Key', '1942', '0.9', 'FTu25']
['StH23', 'I died a Thousand Times', '1955', '0.9', 'RaW45']
['StS2', 'Kafka', '1991', '0. 8', 'OW10']
['SvB10', 'Heavyweights', '1995', '0.33', 'SvB05']
['SvB10', 'Heavyweights', '1995', '0.33', 'MPr1']
['TbH3', 'Death Trap', '1976', '0.7', 'H73']
['TG30', 'The Postman Always Rings Twice', '1946', '0.6', 'BW4']
['TiB17', ' Mars Attacks', '1996', '0.2', 'TiB15']
['ToH30', 'Invaders from Mars', '1986', '0.9', 'WCa10']
['ToT10', 'Godzilla, King of the Monsters', '1954', '0. 9', 'EuL10']
['TTz8', 'Johnny Allegro', '1948', '0. 4', 'KV55']
['TTz8', 'Johnny Allegro', '1948', '0. 4', 'IrP1']
['VF55', 'Dr.~Jekyll and Mr.~Hyde', '1941', '0.9', 'RM3']
['VF59', 'Joan of Arc', '1948', '0.7', 'CDr9']
['VJD5', 'Babes in Toyland', '1961', '0.7', 'GMe10']
['VME10', 'Gus', '1976', '0.8', 'RoS85']
['W13', 'A Star is Born', '1937', '0.8', 'GC7']
['WA2', 'Bananas', '1971', '0.3', 'IH29']
['WA9', 'Stardust Memories', '1980', '0.3', 'MB4']
['WA16', 'Another Woman', '1988', '0. 6', 'InB18']
['WA21', 'Manhattan Murder Mystery', '1993p', '0.7', 'H51']
['WaB10', 'Little Miss Marker', '1980', '0.8', 'ALH8']
['WBe12', 'Love Affair', '1993', '0.8', 'LMC16']
['WCr48', 'Music of the Heart', '1999', '0.4', 'Z9605']
['WFr9', 'Sorcerer', '1977', '0.9', 'HGC6']
['WFr40', 'The Guardian', '1990', '0.5', 'WFr6']
['WGi15', 'The Manitou', '1978', '0.8', 'WFr6']
['WhR10', 'Handgun', '1993', '0.3', 'QTa1']
['WiW29', 'City of Angels', '1998', '0.8>', 'WiW20']
['WLa27', 'Coney Island', '1943', '0.9', 'RaW27']
['WLa38', 'On the Riviera', '1951', '0.4', 'RdR48']
['WlD29', 'Satan Met A Lady', '1936', '0.8', 'RDR32']
['WlD61', 'Elephant Walk', '1954', '0.3', 'RoS15']
['WSa10', 'Galaxina', '1980', '0.4', 'GgL3']
['WW68', 'Desperate Hours', '1955', '0.8', 'IH12']
['WW73', 'Desperate Hours', '1955', '0. 8', 'RdM8']
['xHu10', 'Anjuman', '1948', '0. 8', 'ReC5']
['Z1610', 'The Phantom of Hollywood', '1974', '0.7', 'TFi20']
['Z4338', 'Cleopatra', '1917', '0.9', 'EGz10']
['Z6930', "The Devil's Brigade", '19yy', '0.9', 'RoA28']
