CDM51,The King of Kings,Epic
CDM55,The Squaw Man,Dram
CDM56,The Sign of the Cross,Epic
CDM59,Cleopatra,Dram
CDM64,The Plainsman,West
CDM68,The Buccaneer,Epic
CDM68,The Buccaneer,Advt
CDM75,Reap the Wild Wind,Epic
CDM77,Unconquered,Epic
CDM78,Samson and Delilah,Epic
CDM78,Samson and Delilah,Romt
CDM79,The Greatest Show on Earth,Epic
CDM80,The Ten Commandments,Epic
EGz10,Anthony and Cleopatra,Dram
GBS10,The Perils of Pauline,Dram
GBS20,The Fatal Ring,Dram
GBS30,Velvet Fingers,Dram
GBS40,The Sky Ranger,Dram
GBS42,The Vanishing American,Docu
GBS90,The Woman in his Life,Dram
GBS92,The Last of the Mohicans,Dram
GBS92,The Last of the Mohicans,West
GBS93,A Family Affair,Dram
GBS95,You're Only Young Once,Dram
GBS96,Judge Hardy's Children,Dram
GBS97,Love Finds Andy Hardy,Dram
GBS98,Out West With the Hardys,Dram
GBS100,6000 Enemies,Dram
GBS102,The Hardys Ride High,Dram
GBS103,Judge Hardy and Son,Dram
GBS110,Andy Hardy Meets a Debutante,Comd
GBS115,Kit Carson,West
GBS120,Sky Murder,Dram
GBS130,Andy Hardy's Private Secretary,Comd
GBS132,Life Begins for Andy Hardy,Comd
GBS140,China Caravan,Dram
GBS144,The Courtship of Andy Hardy,Comd
GBS145,Andy Hardy's Double Life,Comd
GBS150,Andy Hardy's Blonde Trouble,Comd
BHd10,East Lynne,Dram
DGP1,Raja Harishchandra,Dram
HBn5,Ivanhoe,Actn
HBn8,Neptune's Daughter,Fant
HBn25,Peter Pan,Romt
HBn30,Beau Geste,Actn
HBn40,Beau Ideal,Actn
HHS1,The White Goddess of the Wangora,Dram
HHS3,The Heroes of Paratau,Dram
HHS6,The Outlaw of the Sudu Mountains,Dram
HHS8,Odd Man Out,Dram
HHS9,Deutsche in Sudan,Docu
HHS12,Eine Weisse unter Kannibalen,Docu
HHS13,Ein Abenteurer,Docu
HHS14,Tropengift,Docu
HHS15,Goldfieber,Docu
HHS16,Im Kampf um die Diamantfelder,Docu
HHS22,Geheimbundrieten der Frauen in Liberia,Docu
HHS24,Mensch und Tier im Urwald,Docu
HHS26,"Fahrten und F\""ahrten",Docu
HHS28,Verlorenes Land,Docu
HHS36,Das Letzte Paradis,Docu
HHS38,Die Wildnis Stirbt,Docu
HHS48,"Frauen, Masken, und Dam\""onen",Docu
HHS50,Abschied von Afrika,Docu
Z4210,Tarzan the Ape Man,Advt
Z4215,Romance of Tarzan,Advt
Z4220,Return of Tarzan,Advt
Z4222,Son of Tarzan,Advt
Z4225,Adventures of Tarzan,Advt
Z4230,Tarzan and the Golden Lion,Advt
Z4240,Tarzan the Mighty,Advt
ADA10,The Memory of the Other,Comd
AK50,Marius,Dram
AK59,The Private Life of Don Juan,Dram
AK90,That Hamilton Woman,Romt
AK90,That Hamilton Woman,BioP
AK96,An Ideal Husband,Comd
CC1,Making A Living,Dram
CC43,The Tramp,Dram
CC50,Shangheid,Comd
CC52,A Night at the Show,Comd
CC62,The Immigrant,Comd
CC66,A Dog's Life,Comd
CC68,Shoulder Arms,Dram
CC70,The Kid,Dram
CC72,Shoulder Arms,Dram
CC73,The Gold Rush,Dram
CC75,The Circus,Comd
CC78,The Great Dictator,Comd
CC80,Monsieur Verdoux,Comd
CC80,Limelight,Dram
CGl10,La donna nuda,Comd
CGl42,Fabiola,Epic
CGl44,Mesalina,Epic
CGl46,Quo Vadis,Epic
CGl48,The Last Days of Pompeii,Epic
CGl115,Carmen di Travestere,Dram
CWl10,Der Stolz der Firma,Comd
ECs10,In The Land of the War Canoes,Docu
ECs10,In The Land of the War Canoes,Dram
El9,Schuhpalast Pinkus,Comd
El13,Wenn Vier Dasselbe Tun,Comd
El15,"Ein Fideles Gef\""angnis",Comd
EL19,Die Augen der Mumie Ma,Dram
EL21,Gipsy Blood,Dram
EL28,Meyer in Berlin,Comd
EL29,Die Austernprinzessin,Dram
EL31,Madame Dubarry,Dram
EL33,Romeo und Julia im Schnee,Comd
EL34,"Kohliesel's T\""ochter",Comd
El35,"Ich M\""ochte Kein Mann Sein",Comd
EL36,Sumurun,Dram
EL37,Anna Boleyn,Dram
EL38,Die Bergkatze,Dram
EL39,Das Weib des Pharao,Dram
EL40,Die Flamme,Dram
EL42,The Marriage Circle,Romt
EL44,Forbidden Paradise,Romt
EL44,Forbidden Paradise,BioP
EL46,Lady Windermere's Fan,Comd
EL48,The Student Prince,Romt
EL52,Paramount on Parade,Musc
EL53,Monte Carlo,Musc
EL54,The Smiling Luitenant,Musc
EL56,One Hour With You,Romt
EL56,One Hour With You,Musc
EL57,Trouble in Paradise,Romt
EL61,The Merry Widow,Musc
EL63,Bluebeard's Eighth Wife,Comd
EL64,Ninotchka,Romt
EL65,The Shop around the Corner,Romt
EL67,To Be or Not To Be,Comd
EL68,Heaven Can Wait,Romt
EL69,Cluny Brown,Romt
PFo10,Cabiria,Dram
PFo10,Cabiria,Epic
PFo10,Cabiria,Actn
PFo15,Il Fuoco,Dram
PFo20,Tigre Reale,Dram
PFo25,Hedda Gabler,Dram
ReB8,The Italian,Dram
ReB10,The Typhoon,Dram
ASa14,Bluebeard's Seven Wives,Dram
ASa29,The Sea Wolf,Dram
ASa30,Body and Soul,Dram
ASa31,Daddy Long Legs,Romt
ASa34,Rebecca of Sunnybrook Farm,Dram
ASa39,People Will Talk,Comd
ASa41,Winterset,Dram
ASa47,Our Leading Citizen,Dram
ASa49,Beyond the Blue Horizon,Dram
ASa50,Jack London,BioP
ASa51,The Hairy Ape,Dram
ECa62,The Girl of the Golden West,Dram
ECa64,New Moon,Musc
ECa65,The Spoilers,Advt
GD19,La Coquille et le Clergyman,Surr
GMf20,Tennessee's Pardner,Romt
GMf21,Gentleman of Leisure,Dram
GMf40,Pettigrew's Girl,Romt
GMf50,The Sheik,Romt
GMf60,Dracula,Horr
GMf70,The Light That Failed,Dram
GuS10,Assunta Spina,Dram
GuS12,The Woman of the Camelias,Dram
IGA50,Alexander Hamilton,BioP
IGA70,Voltaire,BioP
JGE10,Joyous Troublemakers,Comd
JGE18,Nero,Hist
JGE20,Queen of Sheba,Epic
JGE25,It's the Law,Dram
JMa30,Asphalt,Dram
LaW10,The Corporal's Daughter,Comd
LFl30,Les Vampires,Horr
LFl50,Fantomas,Crim
LFl70,Judex,CnRb
RaW2,The Thief of Bagdad,Advt
RaW20,The Loves of Carmen,Comd
RaW47,The Bowery,Dram
RaW59,The Roaring Twenties,Advt
RaW59,The Roaring Twenties,BioP
RaW59,The Roaring Twenties,Musc
RaW60,St.~Louis Blues,Musc
RaW62,High Sierra,CnRb
RaW63,They Died With Their Boots On,BioP
RaW64,The Strawberry Blonde,Romt
RaW66,Desperate Journey,Advt
RaW72,The Man I Love,Dram
RaW73,One Sunday Afternoon,Musc
RaW75,Colorado Territory,West
RaW77,Distant Drums,West
RaW78,Blackbeard the Pirate,Advt
RaW80,Gun Fury,West
RaW82,Battle Cry,Romt
RaW85,Band of Angels,Dram
RaW87,The Naked and the Dead,Dram
SG30,Le Roman d'un Tricheur,Comd
SG33,The Pearls of the Crown,BioP
SG37,Champes-Elyse\'es,BioP
SG43,Le Destin Fabuleux de Desiree Clary,BioP
SG54,La Poison,Myst
SG60,Versailles,Dram
SG66,Si Paris m'etait cont\'e,Dram
SG69,Les Trois Font la Paire,Myst
SG71,Assassins et Voleurs,Myst
SG71,Assassins et Voleurs,Comd
WDT10,Going to the San Francisco World's Fair,Docu
WDT19,Johanna Enlists,Romt
WDT27,Anne of Green Gables,Dram
Z1510,Two Orphans,Dram
Z1512,The Clemenceau Case,Dram
Z1514,The Stain,Dram
Z1516,Lady Audley's Secret,Dram
Z1518,The Vixen,Dram
Z1520,A Fool There Was,Dram
Z1522,Sin,Dram
Z1524,The Light,Dram
Z1526,Destruction,Dram
Z1528,Gold and the Woman,Dram
Z1530,The Serpent,Dram
Z1532,Eternal Sappho,Dram
Z1536,Her Double Life,Dram
Z1538,Cleopatra,Dram
Z1540,Madame Du Barry,Dram
Z1542,Under Two Flags,Dram
Z1544,Camille,Dram
Z1546,Heart and Soul,Dram
Z1548,The Tiger Woman,Dram
Z1550,Salome,Dram
Z1552,When A Woman Sins,Dram
Z1554,The Forbidden Path,Dram
Z1556,The She Devil,Dram
Z1558,Rose of the Blood,Dram
Z1560,Kathleen Mavourneen,Dram
Z1562,La Belle Russe,Dram
Z1564,When Men Desire,Dram
Z1566,The Siren's Song,Dram
Z1568,A Woman There Was,Dram
Z1570,The Price of Silence,Dram
Z1572,Her Greatest Love,Dram
Z1578,Madame Mystery,Comd
AG20,Napoleon,BioP
AG20,Napoleon,Epic
AG30,La Fin du Monde,Dram
AG40,Napoleon,BioP
AG40,Napoleon,Epic
AG50,J'accuse,Dram
AG65,Magirama,Hist
AG70,Austerlitz,Hist
ECn167,The Bank Dick,Cond
ECn168,My Little Chickadee,West
ECn168,My Little Chickadee,Comd
ECn169,Never Give a Sucker an Even Break,Comd
ECn177,Crazy House,Musc
ECn177,Crazy House,Comd
HK25,Stella Dallas,Dram
HK30,Whoopie,Musc
HK50,State Fair,Comd
HK56,Way Down East,Dram
HK58,Lloyd's of London,Hist
HK66,In Old Chicago,Dram
HK67,Alexander's Ragtime Band,Musc
HK69,Stanley and Livingstone,Advt
HK76,The Song of Bernadette,Dram
HK77,Wilson,BioP
HK80,Captain from Castile,Advt
HK82,Twelve OClock High,Susp
HK83,The Gunfighter,West
HK86,David and Bathsheeba,Epic
HK89,The Snows of Kilimandjaro,Advt
HK89,The Snows of Kilimandjaro,Romt
HK91,Love is a many Splendored Thing,Romt
HK92,Untamed,Advt
HK94,The Sun also Rises,Advt
JqF4,Un Conseil d'Ami,Comd
JqF6,La Faute d'Orthographe,Comd
JqF25,The Kiss,Dram
JqF30,Le Grand Jeu,Dram
JqF40,La Kermesse Heroique,Comd
JqF50,Knight Without Armor,Advt
JqF50,Knight Without Armor,Romt
MaN30,Rebecca of Sunnybrook Farm,Dram
MaN35,Amarilly of Clothes-Line Alley,Comd
MaN40,Dady Long-Legs,Romt
SFr42,Private Lives,Dram
SFr42,Private Lives,Comd
SFr43,The Guardsman,Comd
SFr46,Reunion in Vienna,Dram
SFr60,The Good Earth,Dram
EJL10,The Three Godfathers,West
WDM3,The Ragamuffin,Romt
WDM5,What Every Woman Knows,Romt
AbA10,Il processo Clemenceau,Dram
BsK4,Neighbors,Romt Comd
BsK6,The Haunted House,Comd
BsK16,The Frozen North,Comd
BsK19,The Three Ages,Comd
BsK21,Our Hospitality,Comd
BsK22,Sherlock jr.,Comd
BsK23,The Navigator,Comd
BsK24,Seven Chances,Comd
BsK25,Go West,Comd
BsK26,Estrallos,Comd
BsK27,Battling Butler,Comd
FbM10,Cenere,Dram
FLl4,The Only Way,Dram
FLl7,Les Mis\'erables,Dram
FLl10,Madame X,Dram
FLl30,The Divine Lady,BioP
FLl40,East Lynne,Dram
FLl59,Cavalcade,Dram
FLl62,Berkeley Square,Romt
FLl70,Mutiny on the Bounty,Dram
FLl75,Under Two Flags,Advt
FLl80,Wells Fargo,West
FLl85,Maid of Salem,Dram
FLl85,Maid of Salem,BioP
FLl89,If I were King,Advt
FLl99,Blood on the Sun,Actn
GM190,The Goldwyn Follies,Musc
GM200,Destry Rides Again,West
GM222,Incendiary Blonde,BioP
GM223,The Blue Dahlia,Noir
GM225,The Happy Barber,Comd
GM226,The Perils of Pauline,Dram
GM227,Variety Girl,Dram
GM235,The White Son of the Sioux,West
GM237,Houdini,BioP
GM237,Houdini,Dram
GM237,Houdini,Romt
GM238,Scared Stiff,Comd
GM240,Red Garters,Comd
GM240,Red Garters,West
GM242,Money From Home,Comd
GM300,Destry,West
GM305,The Gazebo,Susp
GM305,The Gazebo,Comd
GM310,Papa's Delicate Condition,Comd
HL1,Over the Fence,Comd
HL2,His Royal Slyness,Comd
HL3,"Early Cinema, Vol.1",Comd
HL4,Harold Lloyd: Comedy Classics,Comd
HL4,Harold Lloyd: Comedy Classics,Docu
HL8,The Freshman,Comd
HL20,Feet First,Comd
IF15,Marked Men,West
IF43,The Iron Horse,West
IF75,Judge Priest,Comd
IF76,The Whole Town's Talking,Dram
IF78,Steamboat Round the Bend,Dram
IF79,The Prisoner of Shark Island,Hist
IF81,Wee Willie Winkie,Romt
IF83,The Hurricane,Dram
IF86,Stagecoach,West
IF87,Young Mr.~Lincoln,BioP
IF88,Drums Along the Mohawk,West
IF91,Tobacco Road,Dram
IF92,How Green Was my Valley,Dram
IF94,7-Dec,BioG
IF99,Fort Apache,West
IF100,The Three Godfathers,West
IF101,She Wore a Yellow Ribbon,West
IF103,Wagon Master,West
IF106,The Quiet Man,Dram
IF108,Mogambo,Advt
IF111,Mr.~Roberts,Comd
IF111,Mr.~Roberts,Actn
IF112,The Searchers,Actn
IF112,The Searchers,West
IF115,The Last Hurrah,Dram
IF120,The Man Who Shot Liberty Valance,West
IF125,Donovan's Reef,Comd
IF129,Cheyenne Autumn,West
IF135,Seven Women,Dram
ISR5,Little Miss Hoover,Comd
ISR10,Dr.~Jekyll and Mr.~Hyde,Horr
ISR30,Our Little Girl,Horr
RWN10,Sherlock Holmes and the Secret Weapon,Susp
RWN15,Frankenstein Meets the Wolf Man,Horr
RWN20,Sherlock Holmes in Washington,Susp
RWN24,Sherlock Holmes Faces Death,Susp
RWN26,Sherlock Holmes and the Spider Woman,Susp
RWN28,The Scarlet Claw,Susp
RWN30,The Pearl of Death,Susp
RWN34,The Woman in Green,Susp
RWN36,The House of Fear,Susp
RWN38,Pursuit to Algiers,Susp
RWN44,Terror by Night,Susp
RWN46,Dressed to Kill,Susp
RyB8,Rasputin and the Empress,BioP
RyB9,Hollywood Party,Comd
RyB9,Hollywood Party,Cart
RyB10,The Painted Veil,Dram
RyB12,Les Mis\'erables,Dram
RyB14,Metropolitan,Musc
RyB18,The Three Godfathers,West
ViS5,The Clodhopper,Comd
ViS58,Forgotten Faces,Dram
ViS60,Redskin,West
ViS81,The Mikado,Musc
ViS83,Rhythm on the River,Musc
ViS84,Road to Singapore,Comd
ViS86,Road to Zanzibar,Comd
ViS87,The Fleet's In,Comd
ChB9,The Mask of Fu Manchu,Myst
EvS1,Blind Husbands,Dram
EvS6,The Merry Widow,Musc
EvS7,The Wedding March,Dram
FrN3,The Mark of Zorro,Advt
FrN4,The Three Musketeers,Advt 
FrN5,Blood and Sand,Advt
FrN8,Ben Hur,Advt
FrN11,The Mysterious Lady,Dram
IMS20,Back Street,Dram
IMS25,Imitation of Life,Dram
IMS30,The Magnificent Obsession,Romt
IMS35,Parnell,BioP
IMS40,When Tomorrow Comes,Dram
IMS50,Holy Matrimony,Comd
IMS60,Leave Her to Heaven,Dram
JKm10,Song of Songs,Dram
KV24,La Boheme,Comd
KV25,The Patsy,Comd
KV26,The Crowd,Dram
KV27,Show People,Dram
KV34,Bird of Paradise,Romt
KV34,Bird of Paradise,Dram
KV38,The Wdding Night,Dram
KV40,Stella Dallas,Dram
KV42,Northwest Passage,Advt
KV50,An American Romance,Dram
KV54,Cover Girl,Musc
KV55,Together Again,Comd
KV56,Duel in the Sun,Romt
KV56,Duel in the Sun,West
KV58,The Fountainhead,Dram
KV59,Beyond the Forest,Dram
KV60,Ruby Gentry,Romt
KV61,The Man Without a Star,West
KV62,Love Me Or Leave Me,BioP 
TB34,The Big City,Dram
TB35,London After Midnight,Horr
TB55,Dracula,Horr
TB60,Freaks,Horr
TB67,The Mark of the Vampire,Horr
TB70,The Devil Doll,Horr
WAS77,Sons of the Desert,Comd
WAS80,The Richest Girl in The World,Comd
WAS80,The Richest Girl in The World,Romt
WAS82,If Only You Could Cook,Comd
WAS83,Roberta,Musc
WAS85,The Moon's Our Home,Comd
WAS95,Room Service,Comd
WAS100,Three Blind Mice,Comd
WAS112,You Were Never Lovelier,Romt
WAS112,You Were Never Lovelier,Musc
WAS115,A Lady Takes a Chance,Romt
WAS125,Lover Come Back,Comd
WAS130,A Touch of Venus,Romt
WvD33,Spoilers of the West,West
WvD34,Wyoming,Dram
WvD36,White Shadows in the South Seas,Dram
WvD49,Forsaking All Others,Comd
WvD49,Forsaking All Others,Romt
WvD50,Manhattan Melodrama,Dram
WvD51,The Thin Man,Comd
WvD53,Naughty Marietta,Musc
WvD54,I Live My Life,Comd
WvD54,I Live My Life,Romt
WvD56,San Francisco,Disa
WvD57,Love on the Run,Comd
WvD57,Love on the Run,Romt
WvD58,Rose Marie,Musc
WvD60,After The Thin Man,Comd
WvD64,Marie Antoinette,Epic
WvD64,Marie Antoinette,BioP
WvD65,Sweethearts,Romt
WvD67,It's A Wonderful World,Myst
WvD67,It's A Wonderful World,Comd
WvD69,Another Thin Man,Comd
WvD70,Andy Hardy Gets Spring Fever,Comd
WvD72,Bitter Sweet,Romt
WvD75,Rage in Heaven,Susp
WvD76,Shadow of the Thin Man,Comd
WvD79,Cairo,Comd
WvD79,Cairo,Dram
AbP10,The Eyes of Youth,Dram
AbP50,Blind Man's Bluff,Dram
C40,Moon of Israel,Epic
C91,The Mystery of the Wax Museum,Horr
C94,The Kennel Murder Case,Myst
C104,Captain Blood,Advt
C106,Charge of the Light Brigade,Advt
C109,Kid Galahad,Dram
C112,The Adventures of Robin Hood,Advt
C113,Four Daughters,Romt
C115,Angels with Dirty Faces,Dram
C117,Daughters Courageous,Romt
C118,The Private Lives of Elizabeth and Essex,BioP
C119,Dodge City,West
C120,Four Wives,Romt
C122,The Santa Fe Trail,West
C123,Virginia City,West1
C124,The Sea Wolf,Susp
C126,Yankee Doodle Dandy,Musc
C131,Passage to Marseilles,Susp
C134,Mildred Pierce,Dram
C135,Night and Day,Musc
C135,Night and Day,BioP
C136,Life with Father,Romt
C136,Life with Father,Dram
C140,Flamingo Road,Dram
C142,Young Man with a Horn,BioP
C143,The Breaking Point,Advt
C146,Force of Arms,Romt
C157,The Jazz Singer,Musc
C160,We're No Angels,Comd
C161,White Christmas,Musc
C165,The Vagabond King,Musc
C171,The Adventures of Huckleberry Finn,Advt
CBa30,The Golden Princess,West
CBa40,It,Romt
CBa45,Paris,Romt
CBa50,No No Nanette,Romt
EmC10,The Mystery of the Yellow Room,Myst
FL8,"Der M\""ude Tod",Fant
FL9,"Dr.~Mabuse, Der Spieler",Susp
FL11,Sigfried,Epic
FL12,Krimhild's Revenge,Epic
FL13,Metropolis,ScFi
FL14,The Spy,Dram
FL15,Die Frau im Mond,Fant
FL16,M,Dram
FL16,M,Susp
FL19,Fury,Dram
FL20,You only Live Once,Actn
FL23,Western Union,West
FL24,Manhunt,Susp
FL27,The Woman in the Window,Susp
FL28,Ministry of Fear,Susp
FL29,Scarlet Street,Dram
FL30,Cloak and Dagger,Advt
FL35,Clash by Night,Dram
FL37,The Big Heat,Susp
FM3,Nosferatu,Horr
FM4,Der Letzte Mann,Dram
FM6,Faustus,Dram
FM7,Sunrise,Romt
FM9,City Girl,Dram
