deAndrade,JPd,,\Un,,1969,de b,\Bz,D,1962,Joaquim Pedro
G.Andre,,19xx,\Un,1911,,Andr\'e,\Fr,,,Henri
Andre,RAn,1916,1992,,,Andr\'e,\Fr,D,19dd,Raoul
Angel,MxA,,\Un,,,Angel,\Ct,D,1975,Mikel
Angelidi,AAg,,\Un,,,Angelidi,\Gr,D,1985,Antoinetta
Angelo,YvA,19xx,\Un,,,Angelo,\Fr,DW,1995,Yves
Angelopoulos,TAn,1935,199x,,1998,Angelopoulos,\Gr,D,1970,Theo
Angelou,MaA,1928 ,199x,,,Angelou,\Am,D,1998,Maya
Annakin,KeA,1914,\Un,,1982,Annakin,\Br,D,1946,Ken
Annaud,JJA,,\Un,,1992,Annaud,\Fr,D,1971,Jean-Jaques
Anouilh,,1910,\Un,1947, 1964,Anouilh,\Fr,BW,,Jean
Antel,yAn,19xx,\Un,,,Antel,\Os,D,1988,gn
Anthony,JAn,1912,\Un ,,1972,Deuster,,DA,1956,Joseph
Antonijevic,PAn,,\Un,,,Antonijevic,\Ct,D,1998,Peter
Antonio,LAn,*,\Un,,,Antonio,\Am,AD,1985,Lou
Antonioni,MA,1912,\Un,,1982,Antonioni,\It,D,1950,Michelangelo
Aoyama,SAo,DoB,DoD,,,Aoyama,\Ja,D,1999,Shinji
Apostoloff,StA,,\Un,,,Apostoloff,\Ct,DP,1965,Stephen C.
Apted,MAp,1941,\Un,,1994,Apted,\Br,D,1964,Michael
Aragon,MGA,,\Un,,,Aragon,\Sp,D,1982,Manuel Guiterrez
Araki,GrA,19xx,\Un,,,Araki,\Am,DWCE,1988,Gregg
Aranda,VAr,,\Un,,,Aranda,\Sp,D,1992,Vincente
Arau,AfA,,\Un,,,Arau,\Ct,D,1992,Alfonso
Arcady,AxA,DoB,DoD,,,Arcady,\Ct,D,1988,Alexandre
Arcand,DeA,,\Un,,,Arcand,\Ca,D,1989,Denys
Archainbaud,GAr,1890,1959,,1953,Archainbaud,\Am,D,1919,George
Ardolino,EAr,,\Un,,1993,Ardolino,\Ct,D,1987,Emile
Argento,DaA,1943,\Un,,1991,Argento,\It,DW,1970,Dario
Argyle,IAg,1911,\Un,,1950,Argyle,\Br,DP,1931,John
Aristarain,AAt,19xx,\Un,,,Aristarain,\Ur,D,1990,Adolfo
Aristov,ViA,,\Un,,,Aristov,\Ru,D,1990,Voktor
Arkush,AAR,,\Un,,1981,Arkush,\Am,D,1979,Allan
Arkoff,,1919,\Un,1953, 1979,Arkoff,\Am,P,,Samuel Z.
Arlen,MAr,,\Un,,1928,Arlen,,D,1927,Michael
Arliss,LAr,1901,\Un,,1955,Arliss,\Br,WD,1942,Leslie
Armitage,GeA,,\Un ,,1997,Armitage,,D,1990,George
Armstrong,GiA,1952,\Un,,1994,Armstrong,\Am,D,1979,Gillian
Arnold,JA,1916,\Un,,1976,Arnold,\Am,D,1953,Jack
Aronofsky,DAr,,\Un,,,Aronofsky,\Ct,D,1998,Darren
Arslan,YiA,19xx,\Un,,,Arslan,\Ct,D,1992,Yilmar
Arthur,KaA,,\Un,,1991,Arthur,\Am,D,1990,Karen
Robert~Arthur,,,\Un,1968,,Arthur,\Am,P,,Robert T.
Arzner,DAz,1900,1979,,1943,Arzner,\Am,D,1927,Dorothy
Ascot,AnA,,\Un,,,Ascot,\Am,D,1980,Anthony
Ashby,HAs,1936,1988,,1982,Ashby,\Am,DE,1970,Hal
R.Asher,RAs,1915,\Un,,1966,Asher,\Br,DWP,1959,Robert
W.Asher,WAr,1919,\Un,,1966,Asher,\Am,D,1948,William
Ashton,FAs,,\Un,,,Ashton,\Br,GD,1971,Sir Frederick
Asquith,AA,1902,1968,,,Asquith,\Br,D,1928,Anthony `Puffin'
Assayas,OlA,19xx,\Un,,1999,Assayas,\Fr,D,1990,Oliver
Ataman,KAt,19xx,19yy,,,Ataman,\Tu,D,1999,Kutlug
Dname,Did,19xx,19yy,,,fname,\Ct,D,1999,xn
Atkins,ThA,,\Un,,,Atkins,\Am,D,1934,Thomas
Attenborough,RA,1923,\Un,,1996,Attenborough,\Br,APD,1942,Sir Richard
Attias,DnA,,\Un,,,Attias,\Ct,D,1985,Daniel
Audiard,JAd,,\Un,,,,\Fr,D,2001,
Audry,JqA,1908,1977,,1966,Audrey,\Fr,D,1948,Jaqueline
Auer,IHA,1909,1975,,1957,Auer,\Hu,D,1935,John H.
Auger,MAu,1932,\Un,,1977,Auger,,D,1944,Kenneth
August,BiA,,\Un,,1997,August,\Da,WD,1988,Bille
Aurel,JAu,19xx,\Un,,1970,Aurel,\Fr,D,1969,Jean
Auster,PAu,,\Un,,,Auster,\Am,WD,1998,Paul
Austin,RAu,19xx,\Un,,1983,Austin,\Ct,D,1970,Ray
AutantLara,CAL,1903,\Un,,1970,Autant-Lara,\Fr,D,1933,Claude
Auzins,IoA,,\Un,,,Auzins,\Am,D,1983,Igor
Avati,PuA,,\Un,,,Avati,\It,D,1990,Pupi
Avedis,HAv,,\Un,,,Avedis,\Am,D,1981,Howard
Averback,HyA,1924,\Un,,1984,Averback,\Am,D,1970,Hy
J.G.Avildson,IAv,1936,\Un,,1983,Avildson,\Am,D,1967,John G.
T.Avildson,TAv,,\Un,,,Avildson,\Am,D,1982,Tom
Avnet,JAv,19xx,\Un,,,Avnet,\Ct,WDP,1991,Jon
Axelman,xAx,,\Un,,,Axelman,\Sw,D,1969,\Un
G.Axelrod,GAd,1922,\Un,,1968,Axelrod,\Am,WPD,1966,George
Axelrod,GAx,,\Un,,,Axelrod,\Sc,D,1988,Gxx
Ayca,EAy,,\Un,,,Ay{\c}ca,\Tu,D,1988,Engin
Babenco,HeB,,\Un,,1991,Babenco,\Ar,D,1975,Hector
Bacon,LlB,1890,1955,,1954,Bacon,\Am,D,1926,Lloyd
Bachmann,GiB,19xx,\Un,,,Bachmann,\Ct,D,1970,Gideon
Back,FrB,19xx,\Un,,1994,Back,\Ca,D,1970,Fr\'ed\'erick
Badger,CBa,1880,1964,,1939,Badger,\Am,D,1919,Clarence
Badham,IBa,*,\Un,,1988,Badham,\Am,D,1971,John
M.Baer,MxB,1937,\Un,,1976,Baer,\Am,ADP,1975,Max~jr
L.Baer,LzB,,\Un,,,Baer,\Am,D,1990,Liza
Bahr,FxB,,\Un,,,Bahr,\Ct,D,1991,Fax
Baier,JoB,19xx,\Un,,,Baier,\Ge,D,1991,Jo
Bail,CkB,,\Un,,,Bail,\Am,D,1976,Chuck
Bailey,IBl,,\Un,,1994,Bailey,\Ct,D,1991,John
Baird,SBd,19xx,199x,,,Baird,\Ct,D,1996,Stuart
G.Baker,GrB,,\Un ,,1988,Baker,,D,1981,Graham
R.S.Baker,RSB,1916,\Un,,1961,Baker,\Br,PD,1950,Robert S.
R.W.Baker,RWB,1916,\Un,,1981,Baker,\Br,DP,1934,Roy Ward
Bakshi,RBa,1939,\Un,,1982,Bakshi,\Am,WD,1971,Ralph
Barney~Balaban,,1887,1971,,,Balaban,\Am,P,,Barney
Burt-Balaban,BbB,1887,1971,,,Balaban,\Am,D,,Burt
Bob~Balaban,BoB,1965,\Un,,,Balaban,\Am,AD,1989,Bob
Burt~Balaban,BB,1922,\Un,,1966,Balaban,\Am,DP,1957,Burt
Balasko,JBa,,\Un,,,Balasko,\Fr,AD,1995,Josiane
Bela~Balazs,,1884,1949,1919, 1931,Bauer,\Hu,W,,Hubert
Balabanov,AxB,,\Un,,,Balabanov,\Ru,D,1998,Alexei
Balcon,,1896,1977,1923, 1963,Balcon,\Br,P,,Sir Michael
Baldwin,RAB,,\Un,,,Baldwin,,D,1917,Ruth Ann
C.Ballard,CBd,*,\Un,,1983,Ballard,\Am,D,1980,Carroll
J.Ballard,IBd,,\Un,,,Ballard,\Am,DW,1980,John
Lucien-Ballard,,1908,\Un,1935,1976,Ballard,\Am,C,,Lucien
Ballhaus,,1935,\Un,1970,1990,Ballhaus,\Ge,C,,Michael
Balsmeyer,JBm,19xx,\Un,,,Balsmeyer,\Am,D,1991,Jeff
Band,ABd,1924,\Un,,1957,Band,\It,DPW,1956,Afredo 
Banderas,ABn,19xx,19yy,,,Banderas,\Ct,D,1999,Antonio
Banks,MBa,1897,1950,,1941,Bianchi,\It,AD,1931,Mario 
Banno,YBa,,\Un,,,Banno,\Ja,D,1971,Yoshimitsu
Bano,AlB,,\Un,,,Bano,\Ct,D,1978,Albert
M.Barker,MBk,,\Un,,,Barker,\Ct,D,1999,Mike
N.Barker,NBa,,\Un,,,Barker,\Ct,D,1998,Nicholas
R.Barker,ReB,,\Un,,,Barker,\Ct,D,1914,Reginald
George~Barnes,,,\Un,1945,,Barnes,\Am,C,,George
Barnett,IvB,,\Un ,,,Barnett,,D,1949,Ivan
Barney,MwB,19xx,199x,,,name1,\Ct,D,1992,Matthew
B.Barret,BuB,,\Un,,,Barret,\Ru,D,1927,Bruno
S.Barret,SiB,,\Un,,,Barret,\Un,D, ,Si
B.Barreto,BBa,,\Un,,,Barreto,\Bz,D,1976,Bruno
L.Barreto,LBa,1905,1982,,,Barreto,\Bz,D,1953,Lima
L.C.Barreto,,,\Un,1976,,Barreto,\Bz,P,,Luis Carlos
Barrett,SlB,,199x,,,Barrett,\Au,D,1997,Shirley
Barron,SBa,,\Un,,1993,Barron,\Am,D,1990,Steve
Barrymore,LiB,1878,1954,,1945,Blythe,\Am,AWD,1938,Lionel
Bartel,PBa,1940,\Un,,1989,Bartel,\Am,DAW,1972,Paul
Barthelmess,RdB,DoB,DoD,,,Barthelmess,\Am,D,1933,Richard
Bartlett,HaB,1922,1993,,1978,Bartlett,\Am,WPD,1955,Hall
Barton,CTB,,\Un,,1959,Barton,\Ct,D,1948,Charles T.
Basaran,TuB,,\Un,,,Basaran,\Tu,D,1991,Tunc
Bass,SBs,,\Un,,,Bass,\Am,D,1974,Saul
Batabas,xBa,19xx,\Un,,,Bartabas,\Ct,D,1993,gn
Bava,MaB,,\Un,,1971,Bava,\It,CDW,1960,Mario
Baxley,CBx,19xx,199x,,,Baxley,\Ct,D,1988,Craig R.
Bay,MBy,,199x,,,Bay,\Am,D,1995,Michael
Bean,RBB,,\Un ,,,Bean,,D,1971,Robert B.
Beatty,WBe,1937,\Un,,1998,Beatty,\Am,APWD,1978,Warren
Beaudine,WiB,1892,197x,,1966,Beaudine,\Am,D,1923,William
Ch.Beaumont,CBe,,,,,Beaumont,\Am,WD,1981,Charles
H.Beaumont,HB,1888,1966,,1947,Beaumont,\Am,D,1929,Harry
H.Becker,Hbe,,\Un,,1989,Becker,\Am,D,1979,Harold
J.Becker,JqB,1906,1960,,1960,Becker,\Fr,WD,1942,Jacques
J.Becker2,J2B,,,,,Becker,\Fr,D,2000,Jacques
Bedford,TeB,,\Un,,,Bedford,\Am,D,1983,Terry
Beebe,FoB,,\Un,,1954,Beebe,\Ct,DPW,1938,Ford
Beineix,JJB,,,,1988,Beineix,\Fr,D,1981,Jean-Jacques
Belic,RkB,19xx,19yy,,,Belic,\Tu,WCD,1999,Roko
Belikov,MiB,,\Un,,,Bilikov,\Ru,D,1989,Mikhael
Bekolo,JPB,19xx,\Un,,,Bekolo,\Ct,D,1993,Jean-Pierre
Mo.Bell,MoB,,\Un ,,,Bell,,D,1925,Monta
Mt.Bell,MtB,,\Un,,1993,Bell,\Am,D,1984,Martin
Bellamy,EBy,,\Un,,1977,Bellamy,\Ct,D,1966,Earl
Bellocchio,MBe,1941,\Un,,1994,Bellocchio,\It,WD,1965,Marco
Belmont,VBe,DoB,DoD,,,Belmont,\Ct,D,1996,Ver\'a
Belson,JBs,,\Un,,,Belson,\Am,D,1982,Jerry
L.Belvaux,LBx,19xx,2004+,1980,,Belvaux,\Be,AD,1992,Lucas
R.Belvaux,RBx,19xx,\Un,,,Belvaux,\Fr,AD,1992,Remy
Bemberg,MBg,1922,1995,,1995,Bemberg,\Br,D,1981,Maria Luisa 
Benacerraf,MBc,,\Un,,,Benacerraf,\Ve,D,1958,Margot
P.Benchley,,1940,\Un,1975,1977,Benchley,\Am,BW,,Peter
Benedek,LaB,,\Un,,,Benedek,,D,1954,Laszlo
Benegal,ShB,1935,\Un,,,Benegal,\In,D,1970,Shyam
Benigni,RrB,19xx,\Un,,,Benigni,\It,AWD,1992,Roberto
Benjamin,RiB,,,,1993,Benjamin,,D,1982,Richard
Benner,RBn,,\Un,,,Benner,\Am,D,1977,Richard
Bennet,SGB,1893,,,1965,Bennett,\Am,D,1930,Spencer Gordon
A.Bennett,AaB,1934,,,1993,Bennett,\Br,WD,1964,Alan
C.Bennett,CoB,1900,1974,,1965,Compton-Bennett,\Br,ED,1945,Robert
H.Bennett,,,,1986,,Bennett,\Am,PW,,Harve
S.G.Bennett,SGB,,,,1965,Bennett,\Am,D,1943,Spencer Gordon
Benoit,JWB,,\Un,,,Benoit,\Fr,D,1990,Jaques W.
BenoitLevy,JBL,1883,1959,,1943,Benoit-L\'evy,\Fr,D,1933,Jean
Bentley,ThB,1880,195x,,1941,Bentley,\Br,D,1930,Thomas
Benton,RBe,1932,\Un,,1994,Benton,\Am,WVD,1970,Robert
Beresford,BrB,,\Un,,1991,Beresford,,D,1976,Bruce
Berg,PBe,,\Un,,,Berg,\Ct,D,1998,Peter
Berger,LuB,1892,1969,,1950,Berger,\Ge,D,1922,Ludwig
A.Bergman,AnB,,,,1996,Bergman,\Am,WD,1981,Andrew
D.Bergman,DnB,,,,,Bergman,\Sw,D,1994,Daniel
I.Bergman,InB,,,,1982,Bergman,\Sw,DWP,1956,Ingmar
Bergstein,ElB,,\Un,,,Bergstein,\Ct,D,1987,Eleanor
Berke,WlB,,\Un,,1952,Berke,\Am,D,1945,William
Berkeley,BBe,1895,1976,,1949,Enos,\Am,GMD,1935,William `Busby'
Berliner,ABe,19xx,199x,,,Berliner,\Ct,D,1997,Alain
Berlanga,LGB,19xx,\Un,,,Berlanga,\Sp,D,1952,Luis Garcia
Berman,,1905,,1945, 1949,Berman,\Am,P,,Pandro S.
Bernasconi,SBe,19xx,\Un,,,Bernasconi,\Ct,D,1980,Stephane
Bernds,EBe,,\Un,,1962,Bernds,\Ct,WD,1951,Edward
Bernhardt,CuB,1899,1981,,1964,Bernhardt,\Ge,DP,1920,Curtis
Elmer~Bernstein,,1922,2004,,,Bernstein,\Am,M,,Elmer
Sid~Bernstein,,1899,\Un,,,Bernstein,\Br,P,,Lord Sidney
Berovici,LBv,19xx,199x,,,Berovici,\Ct,D,1995,Luca
Bernard,RBe,DoB,DoD,,,Bernard,\Fr,D,1930,Raymond
W.Bernstein,WaB,,\Un,,,Bernstein,\Am,D,1980,Walter
Cl.Berri,CB,1934,\Un,,1988,Berri,\Fr,WD,1964,Claude
Berry,IBe,1917,\Un,,1978,Berry,\Am,D,1945,John
Bertolucci,BB,1940,\Un,,1987,Bertolucci,\It,WD,1962,Bernardo
Besson,LBe,1960,\Un,,1994,Besson,\Fr,D,1978,Luc
F.Beyer,FBe,,\Un,,,Beyer,\Ge,D,1966,Frank
T.Beyer,TBe,,\Un,,,Beyer,\Ct,D,1998,Tony
Bianchi,EBi,,\Un ,,,Bianchi9,,D,1980,Edward
A.Biberman,AbB,1900,1977,,1957,Biberman,\Am,AD,1956,Abner
H.Biberman,HJB,1900,1971,,1969,Biberman,\Am,DWP,1935,Herbert J.
Bierman,RBi,19xx,\Un,,,Bierman,\Ct,D,1989,Robert
Bigat,TBi,,\Un,,,Bigat,,WDM,1989,Tony
Bigelow,KBg,,\Un,,,Bigelow,,D,1985,Kathryn
Bigood,JBi,,\Un,,,Bigood,\Am,D,1971,Jim
Bijl,JbB,,\Un,,,Bijl,\Du,D,1992,Jacob
Bill,TBl,,\Un,,1993,Bill,\Am,D,1980,Tony
Billington,KBi,,\Un,,1971,Billington,,D,1968,Kevin
Billon,PBi,19xx,\Un,,,Billon,\Fr,D,1943,Pierre
Bilson,BBi,,\Un,,,Bilson,\Am,D,1979,Bruce
Binder,MBi,19xx,\Un,,,Binder,\Ct,D,1993,Mike
Birch,PaB,,\Un,,,Birch,\Am,D,1982,Patricia
Bird, AtB,,\Un,,,Bird,\Br,D,1998,Antonia
Birdwell,RuB,19xx,\Un,,,Birdwell,\Ct,D,1957,Russell
Birkin,ABi,,\Un,,1994,Birkin,,D,1988,Andrew
Bischoff,,1890,1975,1936,,Bischoff,\Am,P,,Samuel
Bitzer,,,,1908,1931,Bitzer,,C,,G.W.
E.Black,EdB,,\Un,,,Black,,D,1938,Edward
N.Black,NoB,,\Un ,,1983,Black,,D,1968,Noel
Blackburn,RBl,19xx,\Un,,,Blackburn,\Ct,DA,1974,Richard
Blackton,ISB,19xx,\Un,,,Blackton,\Am,D,1910,J.Stuart
Blackwood,CBl,1942,1992,,1992,Blackwood,\Ge,CWDP,1961,Christan
Blair,LeB,19xx,\Un,,,Blair,\Ct,D,1993,Les
Blake,BKB,,\Un,,,Blake,\Ct,D,1938,Ben K.
Blanc,MBl,,\Un,,,Blanc,\Fr,AWD,1985,Michel
Blanche,HBl,,\Un,,,Blanche,\Ct,D,1920,Herbert
Blanke,,,\Un,1936, 1960,Blanke,\Am,P,,Henry
Blanks,JBk,,\Un,,,Blanks,\Ct,D,1998,Jamie
Blasetti,ABl,,,,,Blasetti,\It,D,1955,Alessandro
Blatt,EAB,,\Un ,,,Blatt,,D,1945,Edward A.
Bleckner,JfB,,\Un,,,Bleckner,\Ct,D,1998,Jeff
Bn.Blier,BnB,1916,\Un,,,Blier,\Fr,AD,1967,Bernard
Bt.Blier,BtB,1939,\Un,,1978,Blier,\Fr,D,1962,Bertrand
Bliss,ByB,,\Un,,,Bliss,\Br,D,1983,Barry
Robert~Bloch,,1918,1994,1969,1971,Bloch,\Am,BW,,Robert
Block,DgB,19xx,19yy,,,Block,\Ct,D,1999,Doug
Blom,AuB,,\Un,,,Blom,\Da?,D,1911,August
Bloom,JeB,,\Un,,,Bloom,\Am,D,1981,Jeffrey
Bloomfield,GBl,,\Un,,1980,Bloomfield,\Am,D,1972,George
Bluth,DBl,,\Un,,1994,Bluth,\Am,VDP,1986,Don
Blystone,IGB,1892,1938,,1938,Blystone,\Am,AD,1925,John G.
Bochner,HtB,19xx,\Un,,,Bochner,\Ct,AD,1994,Hart
Bodrov,SBo,199x,\Un,,,Bodrov,,D,1997,Sergeitd> 
Boetticher,BBo,1916,2001,,1969,Boetticher,\Am,D,1944,Oscar
H.Bogart,,1899,1957,,,Bogart,\Am,P,,Humphrey DeForest
P.Bogart,PlB,1919,\Un,,1975,Bogart,\Am,D,1968,Paul
Bogayevicz,YuB,19xx,\Un,,,Bogayevicz,\Ct,D,1993,Yurek
Bogdanovich,PBo,1939,\Un,,1981,Bogdanovich,\Am,DPW,1968,Peter
Bogeaus,,,\Un,1952,1954,Benedict,\Am,P,,Bogeaus
Bogner,WBo,,\Un,,,Bogner,\Ge,D,1980,Willy
Boivin,JBo,19xx,\Un,,,Boivin,\Fr,D,1993,Jerome
Boleslawski,RyB,1889,1937,,1937,Srzednick,\Ru,D,1917,Ryszart Boleslaw
Bolognini,MBn,,\Un,,,Bolognini,\Ct,D,1974,Mauro
Bolvary,GzB,,\Un,,,Bolvary,\Ct,D,1928,Geza
Bolotin,CrB,19xx,\Un,,,Bolotin,\Ct,D,1992,Craig
Bondartchuk,SB,1920,\Un,,1982,Bondartchuk,\Ru,AD,1959,Sergei
Bonnard,MBo,,\Un,,,Bonnard,\Ct,D,1960,Mario
Boorman,IBo,1933,\Un,,1981,Boorman,\Br,D,1965,John
Borman,ABo,19xx,\Un,,,Borman,\Am,D,1993,Arthur
Booth,WRB,,\Un,,,Booth,\Br,D,1901,G.R.
Borowczyck,WBz,1923,\Un,,1981,Borowczyck,\Po,WD,1967,Walerian
Borsos,PB,,,,1994,Borsos,\Ca,DW,1983,Phillip
Borzage,FB,1893,1962,,1959,Borzage,\Am,D,1920,Frank
J.Boulting,IBt,1913,1985,,1979,Boulting,\Br,WPD,1937,John
R.Boulting,RBt,1913,\Un,,1979,Boulting,\Br,WDP,1944,Roy
Bouzagio,HBo,,\Un,,,Bouzagio,\Is,D,1988,Haim
Bourgignon ,SBg,,199x,,,Bourgignon,\Un,D,1969,Serge 
Bowen,JrB,19xx,\Un,,,Bowen,\Ct,D,1988,Jerry
Bowers,GBo,,\Un,,1983,Bowers,\Am,D,1980,George
B.Box,,1920,\Un,1948, 1974,Box,\Br,P,,Betty E.
Box,MuB,1905,\Un,,1964,Box,\Br,WPD,1952,Muriel
S.Box,,1907,1983,1946, 1955,Box,\Br,WP,,Sidney
D.Boyd,DBd,,\Un,,,Boyd,,D,1981,Don
Dan.Boyd,DlB,,\Un,,,Boyd,\Am,D,1990,Daniel
Boyle,DBo,,199x,,,Boyle,\GB,D,1996,Danny
J.Boyd,JBd,,\Un,,,Boyd,,D,1985,Julianne
Bozetto,BBz,,\Un,,,Bozetto,\It,D,1990,Brono
Brabin,ChB,1883,1957,,1934,Brabin,\Br,D,1918,Charles
Brackett,,,\Un,1939, 1959,Brackett,\Am,WP,,Charles
Leigh~Brackett,,,\Un,1945,,Brackett,\Am,W,,Leigh
Bradbury,RNB, ,\Un,1922,1953,Bradbury,\Am,D,1922,Robert N.
Ray~Bradbury,,1920,\Un,1956,,Bradbury,\Am,w,,Ray
Bradley,DBy,1919,\Un,,1964,Bradley,\Am,D,1941,David
Brady,,,\Un,,,Brady,\Am,P,,William A.
A.Bragaglia,AB,,,,,Bragaglia,\Fr,D,1916,Anton Giulio
C.Bragaglia,CLB,,,,,Bragaglia,\It,D,1950,Carlo Ludovico
Brahm,IB,1893,1982,,1967,Brahm,\Ge,D,1930,Hans 
Brambilla,MBb,19xx,\Un,,1997,Brambilla,\Ct,D,1993,Marco
Branagh,KBr,1960,\Un,,1996,Branagh,\Ir,ADP,1989,Kenneth
Brandauer,KaB,1945,\Un,,,Brandauer,\Ge,D,1990,Karin
Brando,MBd,,\Un,,,Brando,\Am,AD,1961,Marlon
Brannon,FBr,,\Un,,1952,Brannon,\Am,D,1949,Fred
Brault,MlB,,\Un,,,Brault,\Fr,D,1980,Michel
Brass,TBs,,\Un,,1989,Brass,\It,D,1940,Tinto
B~Brecht,,1898,1956,1932,,Brecht,\Ge,B,,Bertolt
Breer,EmB,19xx,\Un,,,Breer,\Am,D,1991,Emily
M.Bregman,,,,1980, 1992,Bergman,,PW,,Martin
M.B.Bregman,,19xx,\Un,1983,,Bregman,\Am,P,,Michael B.
Breillat,CaB,1948,\Un,,1999,Breillat,\Fr,AD,1989,Catherine
Brelis,TBr,19xx,\Un,,,Brelis,\Ct,D,1994,Tia
Brenon,HBn,1880,1958,,1931,Brenon,\Ir,DAP,1913,Herbert
Bresson,RtB,1901,1999,,1983,Bresson,\Fr,D,1943,Robert
