AAd10,Shrek,sa,"Voi, Vil","dragon, falls for donkey",,
AAd10,Shrek,sa,"Voi, Wmp","ambitious, short prince, delegates rescue to Shrek",,
AAd10,Shrek,Vicki Jenson,Und,,,
AAd10,Shrek,Kathleen Freeman,Voi,old woman,,
AAh10,Man of the Century,Gibson Frazier,Und,out-of-sync newspaperman,Johnny Twennies,
AAl6,The Four Seasons,Alan Alda,Und,husband 1,,
AAl6,The Four Seasons,Carol Burnett,Und,wife 1,,
AAl6,The Four Seasons,Len Cariou,Und,husband 2,,
AAl6,The Four Seasons,Sandy Dennis,Und,wife 2,,
AAl6,The Four Seasons,Rita Moreno,Und,,,
AAl6,The Four Seasons,Jack Weston,Und,husband 3,,
AAl6,The Four Seasons,Bess Armstrong,Und,wife 3,,
AAl10,Sweet Liberty,Alan Alda,Her,"professor, author",,
AAl10,Sweet Liberty,Michael Caine,Vil,conceited movie star,,
AAl10,Sweet Liberty,Michelle Pfeiffer,Sav,sympathetic movie star,,
AAl10,Sweet Liberty,Bob Hoskins,Sav,"cynical screenwriter, helpful",,
AAl10,Sweet Liberty,Lise Hilboldt,Lov,"professor, has fling",,
AAl10,Sweet Liberty,Lillian Gish,Und,mother,,
AAl10,Sweet Liberty,Saul Rubinek,Und,cold director,,
AAl10,Sweet Liberty,Lois Chiles,Und,actor's suspicious wife,,
AAl20,Betsy's Wedding,Molly Ringwald,Und,bride,Betsy,
AAl20,Betsy's Wedding,Alan Alda,Und,"down-on-his-luck contractor, father of the bride",,
AAl20,Betsy's Wedding,Joey Bishop,Und,grandfather of the bride,,
AAl20,Betsy's Wedding,Madeleine Kahn,Und,once-radical mother of the bride,,
AAl20,Betsy's Wedding,Ally Sheedy,Und,"sister of the bride, intelligent cop",Connie,
AAl20,Betsy's Wedding,Anthony LaPaglia,Und,"Mafia businessman, loves Connie",,
AAl20,Betsy's Wedding,Julie Bovassa,Und,grandmother of the bride,,
AAl20,Betsy's Wedding,Joe Pesci,Und,sleazy uncle,,
AAl20,Betsy's Wedding,Catherine OHara,Und,aunt,,
AAl20,Betsy's Wedding,Dylan Walsh,Und,bridegroom,,
AAl20,Betsy's Wedding,Burt Young,Und,,,
AAn10,Gas Food Lodging,Brooke Adams,Und,single mother,,
AAn10,Gas Food Lodging,Ione Skye,Und,rebellious daughter,,
AAn10,Gas Food Lodging,Faraizu Baik,Und,"younger, dreamy daughter, narrates",,
AAn10,Gas Food Lodging,Donovan Leitch,Und,cable TV installer,,
AAn12,Mi Vida Loca,Angel Avilea,Und,,,
AAn12,Mi Vida Loca,Seidy Lopez,Und,,,
AAn12,Mi Vida Loca,Jacob Vargas,Und,,,
AAn14,Four Rooms,Tim Roth,Und,"bell hop, Babysits",Ted,
AAn14,Four Rooms,Sammi Davis,Und,missing,Jezebel,
AAn14,Four Rooms,Amanda deCadenet,Und,,,
AAn14,Four Rooms,Madonna,Und,witch,Elspeth,
AAn14,Four Rooms,Lili Taylor,Und,witch,,
AAn14,Four Rooms,Davis Proval,Und,jealous husband,,
AAn14,Four Rooms,Jennifer Beals,Und,,,
AAn14,Four Rooms,Antonio Banderas,Und,latin tough guy,,
AAn14,Four Rooms,Tamlyn Tomita,Und,wife,,
AAn14,Four Rooms,Danny Verduzo,Und,misbehaving son,,
AAn14,Four Rooms,Lana McKissack,Und,misbehaving daughter,,
AAn14,Four Rooms,Patricia Vonne Rodriguez,Und,corpse,,
AAn14,Four Rooms,Quentin Tarantino,Und,obnoxious star,,
AAn14,Four Rooms,Bruce Willis,Und,friend,,
AAn14,Four Rooms,Alicia Witt,Und,,,
AAr10,Rock 'N Roll High School,P.J. Sales,Und,leader,,
AAr10,Rock 'N Roll High School,Vincent VanPatten,Und,,,
AAr10,Rock 'N Roll High School,Clint Howard,Und,,,
AAr10,Rock 'N Roll High School,The Ramones,Und,rock band,,
AAr10,Rock 'N Roll High School,Paul Bartel,Und,,,
AAr10,Rock 'N Roll High School,Mary Woronov,Und,frustrated principal,,
AAr10,Rock 'N Roll High School,Alix Elias,Und,,,
AAr20,Heartbeeps,Andy Kaufman,Und,amorous robot,,
AAr20,Heartbeeps,Bernadette Peters,Und,amorous robot,,
AAr20,Heartbeeps,Randy Quaid,Und,,,
AAr20,Heartbeeps,Melanie Mayron,Und,,,
AAS10,Trapped in Space,Jack Wayne,Und,irresponsible chief engineer,Mac,
AAS10,Trapped in Space,Jack Coleman,Und,isolated,Grant,
AAS10,Trapped in Space,Craig Wasson,Und,tough bosun,Palmer,
AAS10,Trapped in Space,Kay Lenz,Und,"chief, protects her dog",Gillian,
AAS10,Trapped in Space,Sigrid Thornton,Vic,"brave cadet, killed on space walk",Isaacs,
AAS10,Trapped in Space,Kevin Colsonn,Vil,"demoted captain, abandones ship and crew",Howard,
AAt10,A Place in the World,Gaston Batyi,Und,"young man, returns home",,
AAt10,A Place in the World,Jose Sacristan,Und,,,
AAt10,A Place in the World,Frederico Luppi,Und,,,
AAt10,A Place in the World,Cecilia Roth,Und,first love,,
AAt10,A Place in the World,Leonor Benedetto,Und,,,
AB2,Thais,Thais Galizky,Und,,,
AbA10,Il processo Clemenceau,Francesca Bertini,Und,,,
AbA10,Il processo Clemenceau,Gustavo Serena,Und,,,
AbA10,Il processo Clemenceau,Alfredo DeAntoni,Und,,,
AbA10,Il processo Clemenceau,Lido Manetti,Und,,,
AbA10,Il processo Clemenceau,Nella Montagna,Und,,,
AbA10,Il processo Clemenceau,Vittorio DeSica,Und,,,
ABd4,I Bury the Living,Richard Boone,Und,,,
ABd4,I Bury the Living,Theodore Bikel,Und,,,
ABe10,Ma Vie En Rose,Georges duFresne,Und,"little boy, thinks he's a girl",,
AbF10,Ms.~45,Zoe Tamerlis,Und,"mute, raped twice, revenges",,
AbF10,Ms.~45,Steve Singer,Und,,,
AbF10,Ms.~45,Jack Thibeau,Und,,,
AbF10,Ms.~45,Peter Yellen,Und,,,
AbF20,King of New York,Christopher Walken,Und,drug lord,,
AbF25,Bad Luitenant,Harvey Keitel,Und,cop gone awry,,
AbF25,Bad Luitenant,Zoe Lund,Und,junkie girlfriend,,
AbF25,Bad Luitenant,Frankie Thorn,Und,raped nun,,
AbF26,Dangerous Game,Madonna,Und,star,,
AbF26,Dangerous Game,Harvey Keitel,Und,"director, confused",,
AbF26,Dangerous Game,James Russo,Und,,,
AbF27,Body Snatchers,Gabrielle Anwar,Und,"petulant teenager, attacked in sleep",Marti Malone,
AbF27,Body Snatchers,Terry Kinney,Und,father,,
AbF27,Body Snatchers,Meg Tilly,Und,seductive stepmother,,
AbF27,Body Snatchers,Reilly Murphy,Und,Marti's son,,
AbH1,Menace II Society,s a,Vil,"black teen, murders",,
AbH1,Menace II Society,s a,Vic,"Korean storekeeper, murdered",,
AbH1,Menace II Society,s a,Vic,"Korean storekeeper's wife, murdered",,
ABi10,Burning Secret,Faye Dunaway,Lov,diplomat's wife,,
ABi10,Burning Secret,Klaus Maria Brandauer,Und,romantic wounded baron,,
ABi10,Burning Secret,David Ebbets,Und,asthmatic son,,
ABi10,Burning Secret,Ian Richardson,Und,aging diplomat,,
ABi10,Burning Secret,John Nettleton,Sci,doctor,,
ABi10,Burning Secret,N. Ottering,Und,concierge,,
ABi20,The Cement Garden,Andrew Robertson,Und,"miserable teenager, loves older sister",Jack,
ABi20,The Cement Garden,Sinead Cusack,Und,ailing mother,,
ABi20,The Cement Garden,Charlotte Gainsbourg,Und,incestuous older sister,,
AbK15,Taste of Cherry,Homayoun Ershadi,Und,"prosperous man, plans suicide",,
AbK15,Taste of Cherry,s a,Und,Kurdish soldier,,
AbK15,Taste of Cherry,s a,Und,Afghani seminarian,,
AbK15,Taste of Cherry,s a,Und,gregarious taxidermist,,
ABl10,Too Bad She's Bad,Sophia Loren,Und,freeliving daughter,,
ABl10,Too Bad She's Bad,Vittorio deSica,Und,accomplished pickpocket father,,
ABl10,Too Bad She's Bad,Marcello Mastroianni,Und,,,
ABn1,Crazy in Alabama,Melanie Griffith,Und,,,
ABo10,And God Spoke,Michael Riley,Und,unlucky director,Clive Walton,
ABo10,And God Spoke,Stephen Rappaport,Und,failing epic producer,Marvin Handleman,
ABo10,And God Spoke,s a,Und,tatooed vrigin,Mary,
AbP10,The Eyes of Youth,Clara Kimball Young,Und,"must choose among love, security,career",,
AbP10,The Eyes of Youth,Gareth Hughes,Und,lover,,
AbP10,The Eyes of Youth,Pauline Starke,Und,,,
AbP10,The Eyes of Youth,Sam Sothern,Und,banker,,
AbP10,The Eyes of Youth,Milton Sills,Und,,,
AbP10,The Eyes of Youth,Rudolfo Valentino,Und,,,
AbP50,Blind Man's Bluff,Basil Sidney,Und,"jealous doctor, cured of blindness",,
AbP50,Blind Man's Bluff,James Mason,Und,,,
AbP50,Blind Man's Bluff,Enid StampTaylor,Sus,wife,,
AbP50,Blind Man's Bluff,Barbara Greene,Und,,,
ABr1,Real Life,Albert Brooks,Und,"documentary movie director, frustrated, burns All-American house down",,
ABr1,Real Life,Frances Lee McCain,Inn | Vic,All-American mother,Jeanette Yeager,
ABr1,Real Life,s a,Und,All-American father,,
ABr1,Real Life,Charles Grodin,Und,,,
ABr2,Modern Romance,Albert Brooks,Und,,,
ABr2,Modern Romance,Kathryn Harrold,Und,,,
ABr2,Modern Romance,Bruno Kirby,Und,,,
ABr2,Modern Romance,James L. Brooks,Und,,,
ABr2,Modern Romance,Meadowlark Lemon,Und,,,
ABr2,Modern Romance,George Kennedy,Und,,,
ABr2,Modern Romance,Super Dave Osborne,Und,sporting goods salesman,,
ABr3,Lost in America,Albert Brooks,Und,"ad exec, escapes job in RV",,
ABr3,Lost in America,Julie Hagerty,Vic,"wife, loses nest egg",,
ABr3,Lost in America,Garry K. Marshall,Rul,casino boss,,
ABr3,Lost in America,Art Frankel,Und,job counselor,,
ABr4,Defending Your Life,Albert Brooks,Vic,"yuppie adman, died untimely",,
ABr4,Defending Your Life,Lee Grant,Und,heavenly judge,,
ABr4,Defending Your Life,s a,Rul,heavenly prosecutor,,
ABr4,Defending Your Life,Meryl Streep,Inn,dead perfect mother,,
ABr4,Defending Your Life,Rip Torn,Und,defense lawyer,,
ABr4,Defending Your Life,Shirley MacLaine,Cam,believer,,
ABr7,Mother,Debbie Reynolds,Inn,befuddled mother,,GGN
ABr7,Mother,s a,Und,"son, writer, moves back home",,
ABr9,The Muse,Jennifer Tilly,Und,ditzy movie starlet,,
ABu10,Just Between Friends,Mary Tyler Moore,Und,disatisfied houswife,,
ABu10,Just Between Friends,Ted Danson,Und,,,
ABu10,Just Between Friends,Christine Lahti,Und,lesbian love,,
ABu10,Just Between Friends,Sam Waterston,Und,"older husband, dies",,
ABu10,Just Between Friends,Salome Jens,Und,,,
ABW40,Busman's Honeymoon,Robert Montgomery,Und,landlord,,
ABW40,Busman's Honeymoon,Constance Cummings,Und,bride,,
ABW40,Busman's Honeymoon,Seymour Hicks,Und,comic,,
ABW40,Busman's Honeymoon,Leslie Banks,Und,husband,,
ABW40,Busman's Honeymoon,Robert Newton,Und,,,
ABW40,Busman's Honeymoon,Googie Withers,Und,,,
ABW40,Busman's Honeymoon,Frank Pettingell,Und,,,
ABz10,Portrait of a Hitman,Jack Palance,Vil,,,
ABz10,Portrait of a Hitman,Richard Roundtree,Vil,,,
ABz10,Portrait of a Hitman,Ann Turkel,Und,,,
ABz10,Portrait of a Hitman,Bo Svenson,Und,,,
ABz10,Portrait of a Hitman,Rod Steiger,Und,,,
AC5,Don Juan,John Barrymore,Vil,rogue,Don Juan,
AC5,Don Juan,Mary Astor,Und,,Lucretia Borgia,
AC5,Don Juan,Warner Oland,Und,,,
AC5,Don Juan,Estelle Taylor,Und,,,
AC5,Don Juan,Myrna Loy,Und,,,
AC5,Don Juan,Phyllis Haver,Und,,,
AC5,Don Juan,Willard Louis,Und,,,
AC5,Don Juan,Montague Love,Und,,,
AC6,The Beloved Rogue,John Barrymore,Her,"rogue, befriends king",Francois Villon,
AC6,The Beloved Rogue,Conrad Veidt,Rul,king,Louis XI,
AC6,The Beloved Rogue,Marceline Day,Lov,,,
AC6,The Beloved Rogue,Mack Swain,Und,,,
AC6,The Beloved Rogue,Slim Summerville,Und,,,
AC7,In Old San Francisco,Anna May Wong,Vil,villain,,
AC7,In Old San Francisco,Sojin,Und,,,
AC8,The Jazz Singer,Al Jolson,Her,"boy singer, cantor's son",,
AC8,The Jazz Singer,May McAvoy,Und,,,
AC8,The Jazz Singer,Warner Oland,Und,,,
AC8,The Jazz Singer,Eugenie Besserer,Und,,,
AC8,The Jazz Singer,Otto Lederer,Und,,,
AC9,Glorious Betsy,Conrad Nagel,Und,Napoleons younger brother,,
AC9,Glorious Betsy,Dolores Costello,Und,Baltimore beauty,,
AC9,Glorious Betsy,John Miljan,Und,,,
AC9,Glorious Betsy,Marc McDermott,Und,,,
AC9,Glorious Betsy,Betty Blythe,Und,princess,Fredericka von Wurttemberg,
AC9,Glorious Betsy,Paul Panzer,Und,,,
AC9,Glorious Betsy,Michael Vavitch,Und,,,
AC9,Glorious Betsy,Pasquale Amato,Rul,emperor,Napoleon,
AC20,The Great Impersonation,Edmund Lowe,Und,"German, impersonates British nobleman",,
AC20,The Great Impersonation,Valerie Hobson,Und,nobleman's wife,,
AC20,The Great Impersonation,Vera Engels,Und,,,
AC20,The Great Impersonation,Henry Mollison,Und,,,
AC20,The Great Impersonation,Lumsden Hare,Und,,,
AC20,The Great Impersonation,Spring Byington,Und,,,
AC20,The Great Impersonation,Charles Waldron,Und,,,
AC20,The Great Impersonation,Dwight Frye,Und,,,
ACa40,Went the Day Well?,Leslie Banks,Her,"villager, resists paratroopers",,
ACa40,Went the Day Well?,Elizabeth Allen,Und,,,
ACa40,Went the Day Well?,Frank Lawton,Und,,,
ACa40,Went the Day Well?,Basil Sidney,Und,,,
ACa40,Went the Day Well?,Valerie Taylor,Und,,,
ACa40,Went the Day Well?,Mervyn Johns,Und,,,
ACa40,Went the Day Well?,Edward Rigby,Und,,,
ACa40,Went the Day Well?,Marie Lohr,Und,,,
ACa40,Went the Day Well?,C.V. France,Und,,,
ACa40,Went the Day Well?,David Farrar,Und,,,
ACa50,Dead of Night,Mervyn Jones,Und,"architect, dreams",,
ACa50,Dead of Night,Roland Culver,Vic,"psychiatrist, killed",,
ACa50,Dead of Night,Mary Merrall,Und,,,
ACa50,Dead of Night,Judy Kelly,Und,,,
ACa50,Dead of Night,Anthony Baird,Und,,,
ACa50,Dead of Night,Miles Malleson,Und,,,
ACa50,Dead of Night,Sally Ann Howes,Und,,,
ACa50,Dead of Night,Frederick Valk,Und,,,
ACa50,Dead of Night,Googie Withers,Und,,,
ACa50,Dead of Night,Ralph Michael,Und,,,
ACa50,Dead of Night,Esm\'e Percy,Und,,,
ACa50,Dead of Night,Basil Radford,Und,,,
ACa50,Dead of Night,Naunton Wayne,Und,,,
ACa50,Dead of Night,Michael Redgrave,Und,schizophrenic ventriloquist,,
ACa50,Dead of Night,Hartley Power,Und,rival,,
ACa50,Dead of Night,Frederick Valk,Und,psychoanalyst,,
ACa50,Dead of Night,Elizabeth Welch,Und,,,
ACa60,Nicholas Nickleby,Derek Bond,Und,"schoolmaster, joins entertainer",,
ACa60,Nicholas Nickleby,Cedric Hardwicke,Und,"mean uncle, usurer",,
ACa60,Nicholas Nickleby,Alfred Drayton,Und,"helper, adopted, turns out to be cousin",,
ACa60,Nicholas Nickleby,Sybil Thorndyke,Und,deceived mother,,
ACa60,Nicholas Nickleby,Stanley Holloway,Und,traveling entertainer,,
ACa60,Nicholas Nickleby,Sally Ann Howes,Und,"innocent sister, being bartered",Kathy,
ACa60,Nicholas Nickleby,Jill Balcon,Und,"love, forced to marry uncle to save father",,
ACa60,Nicholas Nickleby,Cyril Fletcher,Und,rich wimp,,
ACa60,Nicholas Nickleby,Fay Compton,Und,aunt,,
ACa60,Nicholas Nickleby,s a,Und,"father, dies prior to marriage",,
ACa60,Nicholas Nickleby,s a,Und,"maltreated servant, revenges",,
ACf10,Leave it to Beaver,Cameron Finley,Und,kid,Beaver,
ACf10,Leave it to Beaver,Christopher McDonald,Und,,Ward,
ACf10,Leave it to Beaver,Janine Turner,Und,,June,
ACf10,Leave it to Beaver,Erik vonDetten,Und,,Wally,
AcG10,"Fedora, or Piu Forte dell'Odio e Amore",Pina Menichelli,Und,,,
ACj110,I Can Take Care of Myself,Myron McCormick,Und,piano player,,
ACj110,I Can Take Care of Myself,Frankie Darro,Und,"mobster, punched",,
ACj110,I Can Take Care of Myself,Linda Lawson,Und,"beautiful singer, insults mobster, killed",,
ACj110,I Can Take Care of Myself,Pat Harrington~jr.,Und,"goon, pretends to sell life insurance",,
ACj110,I Can Take Care of Myself,Will Kuluva,Und,"goon, pretends to be detective",,
ACj110,I Can Take Care of Myself,Leonard Weinrib,Und,nightclub owner,,
ACj110,I Can Take Care of Myself,Edmon Ryan,Und,,,
ACj110,I Can Take Care of Myself,William Sharon,Und,back-up pianist,,
ACj111,The Money,Robert Loggia,Und,ingratiating bookie,,
ACj111,The Money,Doris Dowling,Und,money-hungry girlfriend,,
ACj111,The Money,Will Kuluva,Und,"father's friend, importer",,
ACj111,The Money,Wolfe Barzell,Und,importer's collegue,,
ACj111,The Money,Monica May,Und,importer's secretary,,
ACj112,The Man Who Found The Money,Arthur Hill,Und,"gambler, finds and turns in money clip, accused",,
ACj112,The Man Who Found The Money,R.G. Armstrong,Und,police captain,,
ACj112,The Man Who Found The Money,Rod Cameron,Und,clip's owner,,
ACj113,The Kiss Off,Rip Torn,Und,"falsely convicted, takes revenge",,
ACj113,The Kiss Off,Mary Munday,Und,witness in tax office,,
ACj113,The Kiss Off,Ken Patterson,Und,"teller, held up",,
ACj113,The Kiss Off,Florence McMichael,Und,wife,,
ACj113,The Kiss-Off,Harry Swooger,Und,"surly taxi-driver, witness",,
ACj113,The Kiss Off,Don Keefer,Und,desk clerk,,
ACj113,The Kiss-Off,Frank Sully,Und,cop,,
ACj113,The Kiss-Off,Bert Freed,Und,"district attorney, concedes",Cooper,
ACj114,Deathmate,Lee Phillips,Und,handsome con-man,,
ACj114,Deathmate,Gia Scala,Und,mistress,,
ACj114,Deathmate,Les Tremaye,Und,"wimpy husband, suspect, murdered",,
ACj114,Deathmate,Ann Stanton,Und,,,
ACj114,Deathmate,Russell Collins,Und,detective,,
ACj115,Gratitude,Peter Falk,Und,"racketeer, fears death",,
ACj115,Gratitude,Paul Hartman,Und,"devoted valet, shoots boss",,
ACj115,Gratitude,Edmund Haskin,Und,"police luitenant, after gamblers",,
ACj115,Gratitude,John Dennis,Und,racketeer,,
ACj115,Gratitude,Bert Rensen,Und,,,
ACj115,Gratitude,Karl Lukas,Und,,,
ACj115,Gratitude,Ada Stewart,Und,gambles,,
ACj115,Gratitude,Phil Gordon,Und,,,
ACj115,Gratitude,Clegg Hoyt,Und,,,
ACj116,The Gloating Place,Susan Harrison,Und,"fakes assault, strangled",,
ACj117,Servant Problem,John Emery,Und,has to cook for party,,
ACj117,Servant Problem,Jo vanFleet,Und,"boozy wife, shows up",,
ACj117,Servant Problem,Alice Frost,Und,influential guest,,
ACj118,The Hat Box,Paul Ford,Und,"professor, murder suspect",,
ACj118,The Hat Box,Billy Gray,Und,cheating student,,
ACj118,The Hat Box,Frank Maxwell,Und,"police agent, mollified",,
ACj119,Keep Me Company,Anne Francis,Inn,bored wife,,
ACj119,Keep Me Company,Edmund Hashim,Vil,"works late, robber",,
ACj119,Keep Me Company,Jack Ging,Agn,detective,,
ACj120,Beta Delta Gamma,Duke Howard,Und,beery student,,
ACj120,Beta Delta Gamma,Burt Brinckerhoff,Und,challenged,,
ACj121,The Right Kind of Medicine,Robert Redford,Und,"burglar, kills cop, clerk",,
ACj121,The Right Kind of Medicine,Russell Collins,Und,"pharmacist, makes mistake in prescription",,
ACj121,The Right Kind of Medicine,George Clarke,Und,unsavory doctor,,
ACj121,The Right Kind of Medicine,Joby Baker,Und,"phramacist's clerk, shot",,
ACj121,The Right Kind of Medicine,Bernard Kates,Und,witness,,
ACj121,The Right Kind of Medicine,King Calder,Und,"police luitenant, gloats",,
ACj121,The Right Kind of Medicine,Bob Karnes,Und,police sergeant,,
ACj121,The Right Kind of Medicine,Bert Remsen,Und,cop with cough,,
ACj121,The Right Kind of Medicine,Harry Swoger,Und,neighbor,,
ACj122,The Case of M.J.H.,Barbara Baxley,Und,lonely assistamt,,
ACj122,The Case of M.J.H.,Ted Newton,Und,psychiatrist boss,,
ACj122,The Case of M.J.H.,Robert Loggia,Und,"petty crook, blackmails",,
ACj122,The Case of M.J.H.,Richard Gaines,Und,"blackmailed, kills crook",,
ACj123,The Woman Who Wanted to Live,Lola Allbright,Und,accosted,,
ACj123,The Woman Who Wanted to Live,Charles Bronson,Und,escaped convict,,
ACj124,Apex,Mark Miller,Und,unfaithful husband,,
ACj124,Apex,Vivienne Segal,Und,"rich wife, poisoned",,
ACj124,Apex,Pat Breslin,Und,"wife's friend, mistress, deceives lover, killed",,
ACj125,The Big Kick,Brian Hutton,Und,beatnik,,
ACj125,The Big Kick,Anne Helm,Und,beatnik,,
ACj125,The Big Kick,Wayne Rogers,Und,"older guy, deceives, kills",,
ACj126,The Night of the Owl,Brian Keith,Und,"protective forest ranger, blackmailed",,
ACj126,The Night of the Owl,Patricia Breslin,Und,wife,,
ACj126,The Night of the Owl,Claudia Cravey,Und,adopted,,
ACj127,House Guest,Robert Sterling,Und,rescuer,,
ACj127,House Guest,Billy Mumy,Und,saved son,,
ACj127,House Guest,MacDonald Carey,Und,father,,
ACj127,House Guest,Peggy McKay,Und,mother,,
ACj127,House Guest,s a,Und,"camper, in on scam",,
ACj128,Last Seen Wearing Bluejeans,Michael Wilding,Inn,British tourist,Saunders,
ACj128,Last Seen Wearing Bluejeans,Anna Lee,"Inn, Sav",observant wife,Mrs. Saunders,
ACj128,Last Seen Wearing Bluejeans,Katherine Crawford,"Inn, Vic","daughter, becomes witness to murder",Catherine Saunders,
ACj128,Last Seen Wearing Bluejeans,Randy Boone,Vic,"helpful ranch kid, threatened",Pete Tanner,
ACj128,Last Seen Wearing Bluejeans,James Anderson,Vil,crooked cafe owner,Vince Cates,
ACj128,Last Seen Wearing Bluejeans,Jesse Jacobs,Vil,"chop shop operator, kills delivery guy",Grosse,
ACj128,Last Seen Wearing Bluejeans,Frank Albertson,Agt Vil,crooked local cop,Batterman,
ACj128,Last Seen Wearing Bluejeans,Russ Conway,"Agt, Sav",helpful customs police,Henderson,
ACj128,Last Seen Wearing Bluejeans,Karl Lukas,Sav,"Pete's father, rancher",Mel Tanner,
ACj128,Last Seen Wearing Bluejeans,Rose Montiel,Sav,helpful Mexican waitress,Maria,
ACl10,"Rita, Sue and Bob Too",George Costigan,Und,middle-class Don Juan,,
ACl10,"Rita, Sue and Bob Too",Siobhan Finneran,Und,"teenager, lover",Rita,
ACl10,"Rita, Sue and Bob Too",Michelle Holmes,Und,"teenager, lover",Sue,
ACl10,"Rita, Sue and Bob Too",Lesley Sharp,Und,,,
ACl10,"Rita, Sue and Bob Too",Kulvinder Ghir,Und,,,
ACt10,Fiend Without a Face,Marshall Thompson,Und,"scientist, threatened",,
ACu15,"Murder, Obliquely",Laura Dern,Und,loves Dwight,Annie,
ACu15,"Murder, Obliquely",Alan Rickman,Und,engaged,Dwight,
ACu15,"Murder, Obliquely",Diane Ladd,Und,"fiancee, disappears",,
ACu20,The Little Princess,Liesel Mathews,Und,exuberant girl,Sara Crewes,
ACu20,The Little Princess,Eleanor Brown,Und,headmistress,Miss Minchin,
ACu23,Great Expectations,Gwyneth Paltrow,Und,"cold, beautiful duchess, disrobed",Estella,
